"ID","Status","lat","lon"
20763,"Certified",40.5793267,-82.6766965
20740,"Certified",40.4947532,-83.7795037
20509,"Certified",39.9537958,-82.9434314
20533,"Certified",40.5043099,-81.580483
20548,"Certified",40.5492265,-82.8274014
20543,"Certified",40.921033,-81.864312
20559,"Certified",40.571177,-81.7646162
20458,"Certified",40.8975269,-82.3436625
20459,"Certified",40.543755,-81.693781
20880,"Certified",40.651963,-81.750353
20886,"Certified",40.4433847,-83.8049353
20887,"Certified",40.571102,-81.7614446
20889,"Certified",40.4861673,-83.7846351
20946,"Certified",40.677098,-81.808034
20910,"Certified",39.425948,-83.959805
20918,"Certified",40.978856,-82.407877
20919,"Certified",40.978856,-82.407877
20926,"Certified",39.952401,-82.9940869
21032,"Certified",40.5509447,-81.7020835
20969,"Certified",40.5411477,-81.6818437
20971,"Certified",40.6254036,-81.9620687
20962,"Certified",40.5577619,-81.617361
21081,"Certified",40.440543,-81.64328
21043,"Certified",40.527943,-81.64965
21057,"Certified",40.550117,-82.389315
21052,"Certified",40.4983321,-81.7032732
21053,"Certified",40.6427781,-81.7360039
21067,"Certified",40.542815,-82.622868
20495,"Certified",39.9237314,-84.1334717
