"GEOID","reclass","year","total"
"39063","7",2011,4420
"39065","7",2011,2572
"39067","7",2011,3292
"39069","7",2011,4050
"39071","7",2011,447
"39073","7",2011,658
"39075","7",2011,6560
"39077","7",2011,9725
"39079","7",2011,399
"39081","7",2011,724
"39083","7",2011,3703
"39085","7",2011,4383
"39087","7",2011,2091
"39089","7",2011,4744
"39091","7",2011,5128
"39093","7",2011,111100
"39095","7",2011,38404
"39097","7",2011,1749
"39099","7",2011,26538
"39101","7",2011,6275
"39103","7",2011,39275
"39105","7",2011,670
"39107","7",2011,8108
"39109","7",2011,4559
"39111","7",2011,199
"39113","7",2011,4501
"39115","7",2011,590
"39117","7",2011,4499
"39119","7",2011,3869
"39121","7",2011,690
"39123","7",2011,94604
"39125","7",2011,9168
"39127","7",2011,2330
"39129","7",2011,3528
"39131","7",2011,106
"39133","7",2011,42411
"39135","7",2011,2545
"39137","7",2011,5181
"39139","7",2011,7520
"39141","7",2011,1015
"39143","7",2011,44305
"39145","7",2011,947
"39147","7",2011,2746
"39149","7",2011,2389
"39151","7",2011,14225
"39153","7",2011,32035
"39155","7",2011,145409
"39157","7",2011,12628
"39159","7",2011,1576
"39161","7",2011,1414
"39163","7",2011,889
"39165","7",2011,2038
"39167","7",2011,129
"39169","7",2011,17925
"39171","7",2011,77439
"39173","7",2011,6258
"39175","7",2011,8440
"42007","7",2011,3038
"42039","7",2011,145619
"42049","7",2011,177574
"42073","7",2011,12662
"42085","7",2011,27952
"54009","7",2011,317
"54011","7",2011,982
"54029","7",2011,56
"54035","7",2011,578
"54051","7",2011,664
"54053","7",2011,1383
"54069","7",2011,19
"54073","7",2011,151
"54095","7",2011,73
"54099","7",2011,533
"54103","7",2011,105
"54107","7",2011,257
