"RTENO","reclass","buffer","YEAR","total_pix","km2"
"66251","7","5000",2001,2320,2.088
"66251","7","10000",2001,7579,6.8211
"66251","3","200",2001,0,0
"66251","3","400",2001,0,0
"66251","3","1000",2001,8,0.0072
"66251","3","2000",2001,16,0.0144
"66251","3","5000",2001,39,0.0351
"66251","3","10000",2001,124,0.1116
"66251","2","200",2002,2337,2.1033
"66251","2","400",2002,3109.2,2.79828
"66251","2","1000",2002,6541.2,5.88708
"66251","2","2000",2002,16275.8,14.64822
"66251","2","5000",2002,50451.8,45.40662
"66251","2","10000",2002,105275.4,94.74786
"66251","4","200",2002,8777.4,7.89966
"66251","4","400",2002,18989.8,17.09082
"66251","4","1000",2002,45638.2,41.07438
"66251","4","2000",2002,86029.4,77.42646
"66251","4","5000",2002,217226.6,195.50394
"66251","4","10000",2002,500681.8,450.61362
"66251","5","200",2002,376,0.3384
"66251","5","400",2002,598,0.5382
"66251","5","1000",2002,1567.4,1.41066
"66251","5","2000",2002,2587,2.3283
"66251","5","5000",2002,6848.6,6.16374
"66251","5","10000",2002,12630.2,11.36718
"66251","6","200",2002,8318.2,7.48638
"66251","6","400",2002,16482.4,14.83416
"66251","6","1000",2002,41486,37.3374
"66251","6","2000",2002,83303.8,74.97342
"66251","6","5000",2002,219220.6,197.29854
"66251","6","10000",2002,503248.2,452.92338
"66251","1","200",2002,46,0.0414
"66251","1","400",2002,225,0.2025
"66251","1","1000",2002,823.4,0.74106
"66251","1","2000",2002,2264.6,2.03814
"66251","1","5000",2002,5344.2,4.80978
"66251","1","10000",2002,10586.2,9.52758
"66251","7","200",2002,4,0.0036
"66251","7","400",2002,18,0.0162
"66251","7","1000",2002,126,0.1134
"66251","7","2000",2002,526.8,0.47412
"66251","7","5000",2002,2318.2,2.08638
"66251","7","10000",2002,7568.2,6.81138
"66251","3","200",2002,17.4,0.01566
"66251","3","400",2002,23.6,0.02124
"66251","3","1000",2002,57.8,0.05202
"66251","3","2000",2002,84.6,0.07614
"66251","3","5000",2002,146,0.1314
"66251","3","10000",2002,354,0.3186
"66251","2","200",2003,2338,2.1042
"66251","2","400",2003,3110.4,2.79936
"66251","2","1000",2003,6542.4,5.88816
"66251","2","2000",2003,16326.6,14.69394
"66251","2","5000",2003,50639.6,45.57564
"66251","2","10000",2003,105527.8,94.97502
"66251","4","200",2003,8738.8,7.86492
"66251","4","400",2003,18926.6,17.03394
"66251","4","1000",2003,45550.4,40.99536
"66251","4","2000",2003,85877.8,77.29002
"66251","4","5000",2003,217009.2,195.30828
"66251","4","10000",2003,500263.6,450.23724
"66251","5","200",2003,376,0.3384
"66251","5","400",2003,598,0.5382
"66251","5","1000",2003,1555.8,1.40022
"66251","5","2000",2003,2566,2.3094
"66251","5","5000",2003,6818.2,6.13638
"66251","5","10000",2003,12584.4,11.32596
"66251","6","200",2003,8338.4,7.50456
"66251","6","400",2003,16520.8,14.86872
"66251","6","1000",2003,41522,37.3698
"66251","6","2000",2003,83341.6,75.00744
"66251","6","5000",2003,219181.2,197.26308
"66251","6","10000",2003,503246.4,452.92176
"66251","1","200",2003,46,0.0414
"66251","1","400",2003,225,0.2025
"66251","1","1000",2003,835.8,0.75222
"66251","1","2000",2003,2280.2,2.05218
"66251","1","5000",2003,5338.4,4.80456
"66251","1","10000",2003,10580.4,9.52236
"66251","7","200",2003,4,0.0036
"66251","7","400",2003,18,0.0162
"66251","7","1000",2003,126,0.1134
"66251","7","2000",2003,526.6,0.47394
"66251","7","5000",2003,2316.4,2.08476
"66251","7","10000",2003,7557.4,6.80166
"66251","3","200",2003,34.8,0.03132
"66251","3","400",2003,47.2,0.04248
"66251","3","1000",2003,107.6,0.09684
"66251","3","2000",2003,153.2,0.13788
"66251","3","5000",2003,253,0.2277
"66251","3","10000",2003,584,0.5256
"66251","2","200",2004,2339,2.1051
"66251","2","400",2004,3111.6,2.80044
"66251","2","1000",2004,6543.6,5.88924
"66251","2","2000",2004,16377.4,14.73966
"66251","2","5000",2004,50827.4,45.74466
"66251","2","10000",2004,105780.2,95.20218
"66251","4","200",2004,8700.2,7.83018
"66251","4","400",2004,18863.4,16.97706
"66251","4","1000",2004,45462.6,40.91634
"66251","4","2000",2004,85726.2,77.15358
"66251","4","5000",2004,216791.8,195.11262
"66251","4","10000",2004,499845.4,449.86086
"66251","5","200",2004,376,0.3384
"66251","5","400",2004,598,0.5382
"66251","5","1000",2004,1544.2,1.38978
"66251","5","2000",2004,2545,2.2905
"66251","5","5000",2004,6787.8,6.10902
"66251","5","10000",2004,12538.6,11.28474
"66251","6","200",2004,8358.6,7.52274
"66251","6","400",2004,16559.2,14.90328
"66251","6","1000",2004,41558,37.4022
"66251","6","2000",2004,83379.4,75.04146
"66251","6","5000",2004,219141.8,197.22762
"66251","6","10000",2004,503244.6,452.92014
"66251","1","200",2004,46,0.0414
"66251","1","400",2004,225,0.2025
"66251","1","1000",2004,848.2,0.76338
"66251","1","2000",2004,2295.8,2.06622
"66251","1","5000",2004,5332.6,4.79934
"66251","1","10000",2004,10574.6,9.51714
"66251","7","200",2004,4,0.0036
"66251","7","400",2004,18,0.0162
"66251","7","1000",2004,126,0.1134
"66251","7","2000",2004,526.4,0.47376
"66251","7","5000",2004,2314.6,2.08314
"66251","7","10000",2004,7546.6,6.79194
"66251","3","200",2004,52.2,0.04698
"66251","3","400",2004,70.8,0.06372
"66251","3","1000",2004,157.4,0.14166
"66251","3","2000",2004,221.8,0.19962
"66251","3","5000",2004,360,0.324
"66251","3","10000",2004,814,0.7326
"66251","2","200",2005,2340,2.106
"66251","2","400",2005,3112.8,2.80152
"66251","2","1000",2005,6544.8,5.89032
"66251","2","2000",2005,16428.2,14.78538
"66251","2","5000",2005,51015.2,45.91368
"66251","2","10000",2005,106032.6,95.42934
"66251","4","200",2005,8661.6,7.79544
"66251","4","400",2005,18800.2,16.92018
"66251","4","1000",2005,45374.8,40.83732
"66251","4","2000",2005,85574.6,77.01714
"66251","4","5000",2005,216574.4,194.91696
"66251","4","10000",2005,499427.2,449.48448
"66251","5","200",2005,376,0.3384
"66251","5","400",2005,598,0.5382
"66251","5","1000",2005,1532.6,1.37934
"66251","5","2000",2005,2524,2.2716
"66251","5","5000",2005,6757.4,6.08166
"66251","5","10000",2005,12492.8,11.24352
"66251","6","200",2005,8378.8,7.54092
"66251","6","400",2005,16597.6,14.93784
"66251","6","1000",2005,41594,37.4346
"66251","6","2000",2005,83417.2,75.07548
"66251","6","5000",2005,219102.4,197.19216
"66251","6","10000",2005,503242.8,452.91852
"66251","1","200",2005,46,0.0414
"66251","1","400",2005,225,0.2025
"66251","1","1000",2005,860.6,0.77454
"66251","1","2000",2005,2311.4,2.08026
"66251","1","5000",2005,5326.8,4.79412
"66251","1","10000",2005,10568.8,9.51192
"66251","7","200",2005,4,0.0036
"66251","7","400",2005,18,0.0162
"66251","7","1000",2005,126,0.1134
"66251","7","2000",2005,526.2,0.47358
"66251","7","5000",2005,2312.8,2.08152
"66251","7","10000",2005,7535.8,6.78222
"66251","3","200",2005,69.6,0.06264
"66251","3","400",2005,94.4,0.08496
"66251","3","1000",2005,207.2,0.18648
"66251","3","2000",2005,290.4,0.26136
"66251","3","5000",2005,467,0.4203
"66251","3","10000",2005,1044,0.9396
"66251","2","200",2006,2341,2.1069
"66251","2","400",2006,3114,2.8026
"66251","2","1000",2006,6546,5.8914
"66251","2","2000",2006,16479,14.8311
"66251","2","5000",2006,51203,46.0827
"66251","2","10000",2006,106285,95.6565
"66251","4","200",2006,8623,7.7607
"66251","4","400",2006,18737,16.8633
"66251","4","1000",2006,45287,40.7583
"66251","4","2000",2006,85423,76.8807
"66251","4","5000",2006,216357,194.7213
"66251","4","10000",2006,499009,449.1081
"66251","5","200",2006,376,0.3384
"66251","5","400",2006,598,0.5382
"66251","5","1000",2006,1521,1.3689
"66251","5","2000",2006,2503,2.2527
"66251","5","5000",2006,6727,6.0543
"66251","5","10000",2006,12447,11.2023
"66251","6","200",2006,8399,7.5591
"66251","6","400",2006,16636,14.9724
"66251","6","1000",2006,41630,37.467
"66251","6","2000",2006,83455,75.1095
"66251","6","5000",2006,219063,197.1567
"66251","6","10000",2006,503241,452.9169
"66251","1","200",2006,46,0.0414
"66251","1","400",2006,225,0.2025
"66251","1","1000",2006,873,0.7857
"66251","1","2000",2006,2327,2.0943
"66251","1","5000",2006,5321,4.7889
"66251","1","10000",2006,10563,9.5067
"66251","7","200",2006,4,0.0036
"66251","7","400",2006,18,0.0162
"66251","7","1000",2006,126,0.1134
"66251","7","2000",2006,526,0.4734
"66251","7","5000",2006,2311,2.0799
"66251","7","10000",2006,7525,6.7725
"66251","3","200",2006,87,0.0783
"66251","3","400",2006,118,0.1062
"66251","3","1000",2006,257,0.2313
"66251","3","2000",2006,359,0.3231
"66251","3","5000",2006,574,0.5166
"66251","3","10000",2006,1274,1.1466
"66251","2","200",2007,2341,2.1069
"66251","2","400",2007,3114,2.8026
"66251","2","1000",2007,6546,5.8914
"66251","2","2000",2007,16492.4,14.84316
"66251","2","5000",2007,51225.2,46.10268
"66251","2","10000",2007,106309.4,95.67846
"66251","4","200",2007,8603.4,7.74306
"66251","4","400",2007,18684.4,16.81596
"66251","4","1000",2007,45209,40.6881
"66251","4","2000",2007,85340.6,76.80654
"66251","4","5000",2007,216224.6,194.60214
"66251","4","10000",2007,498765,448.8885
"66251","5","200",2007,376,0.3384
"66251","5","400",2007,599.2,0.53928
"66251","5","1000",2007,1523.6,1.37124
"66251","5","2000",2007,2500.2,2.25018
"66251","5","5000",2007,6723,6.0507
"66251","5","10000",2007,12441.4,11.19726
"66251","6","200",2007,8418.6,7.57674
"66251","6","400",2007,16687.4,15.01866
"66251","6","1000",2007,41704.6,37.53414
"66251","6","2000",2007,83514,75.1626
"66251","6","5000",2007,219150.8,197.23572
"66251","6","10000",2007,503358.6,453.02274
"66251","1","200",2007,46,0.0414
"66251","1","400",2007,225,0.2025
"66251","1","1000",2007,873,0.7857
"66251","1","2000",2007,2326.8,2.09412
"66251","1","5000",2007,5320.8,4.78872
"66251","1","10000",2007,10569,9.5121
"66251","7","200",2007,4,0.0036
"66251","7","400",2007,18,0.0162
"66251","7","1000",2007,126.8,0.11412
"66251","7","2000",2007,529,0.4761
"66251","7","5000",2007,2325,2.0925
"66251","7","10000",2007,7574.2,6.81678
"66251","3","200",2007,87,0.0783
"66251","3","400",2007,118,0.1062
"66251","3","1000",2007,257,0.2313
"66251","3","2000",2007,369,0.3321
"66251","3","5000",2007,586.6,0.52794
"66251","3","10000",2007,1326.4,1.19376
"66251","2","200",2008,2341,2.1069
"66251","2","400",2008,3114,2.8026
"66251","2","1000",2008,6546,5.8914
"66251","2","2000",2008,16505.8,14.85522
"66251","2","5000",2008,51247.4,46.12266
"66251","2","10000",2008,106333.8,95.70042
"66251","4","200",2008,8583.8,7.72542
"66251","4","400",2008,18631.8,16.76862
"66251","4","1000",2008,45131,40.6179
"66251","4","2000",2008,85258.2,76.73238
"66251","4","5000",2008,216092.2,194.48298
"66251","4","10000",2008,498521,448.6689
"66251","5","200",2008,376,0.3384
"66251","5","400",2008,600.4,0.54036
"66251","5","1000",2008,1526.2,1.37358
"66251","5","2000",2008,2497.4,2.24766
"66251","5","5000",2008,6719,6.0471
"66251","5","10000",2008,12435.8,11.19222
"66251","6","200",2008,8438.2,7.59438
"66251","6","400",2008,16738.8,15.06492
"66251","6","1000",2008,41779.2,37.60128
"66251","6","2000",2008,83573,75.2157
"66251","6","5000",2008,219238.6,197.31474
"66251","6","10000",2008,503476.2,453.12858
"66251","1","200",2008,46,0.0414
"66251","1","400",2008,225,0.2025
"66251","1","1000",2008,873,0.7857
"66251","1","2000",2008,2326.6,2.09394
"66251","1","5000",2008,5320.6,4.78854
"66251","1","10000",2008,10575,9.5175
"66251","7","200",2008,4,0.0036
"66251","7","400",2008,18,0.0162
"66251","7","1000",2008,127.6,0.11484
"66251","7","2000",2008,532,0.4788
"66251","7","5000",2008,2339,2.1051
"66251","7","10000",2008,7623.4,6.86106
"66251","3","200",2008,87,0.0783
"66251","3","400",2008,118,0.1062
"66251","3","1000",2008,257,0.2313
"66251","3","2000",2008,379,0.3411
"66251","3","5000",2008,599.2,0.53928
"66251","3","10000",2008,1378.8,1.24092
"66251","2","200",2009,2341,2.1069
"66251","2","400",2009,3114,2.8026
"66251","2","1000",2009,6546,5.8914
"66251","2","2000",2009,16519.2,14.86728
"66251","2","5000",2009,51269.6,46.14264
"66251","2","10000",2009,106358.2,95.72238
"66251","4","200",2009,8564.2,7.70778
"66251","4","400",2009,18579.2,16.72128
"66251","4","1000",2009,45053,40.5477
"66251","4","2000",2009,85175.8,76.65822
"66251","4","5000",2009,215959.8,194.36382
"66251","4","10000",2009,498277,448.4493
"66251","5","200",2009,376,0.3384
"66251","5","400",2009,601.6,0.54144
"66251","5","1000",2009,1528.8,1.37592
"66251","5","2000",2009,2494.6,2.24514
"66251","5","5000",2009,6715,6.0435
"66251","5","10000",2009,12430.2,11.18718
"66251","6","200",2009,8457.8,7.61202
"66251","6","400",2009,16790.2,15.11118
"66251","6","1000",2009,41853.8,37.66842
"66251","6","2000",2009,83632,75.2688
"66251","6","5000",2009,219326.4,197.39376
"66251","6","10000",2009,503593.8,453.23442
"66251","1","200",2009,46,0.0414
"66251","1","400",2009,225,0.2025
"66251","1","1000",2009,873,0.7857
"66251","1","2000",2009,2326.4,2.09376
"66251","1","5000",2009,5320.4,4.78836
"66251","1","10000",2009,10581,9.5229
"66251","7","200",2009,4,0.0036
"66251","7","400",2009,18,0.0162
"66251","7","1000",2009,128.4,0.11556
"66251","7","2000",2009,535,0.4815
"66251","7","5000",2009,2353,2.1177
"66251","7","10000",2009,7672.6,6.90534
"66251","3","200",2009,87,0.0783
"66251","3","400",2009,118,0.1062
"66251","3","1000",2009,257,0.2313
"66251","3","2000",2009,389,0.3501
"66251","3","5000",2009,611.8,0.55062
"66251","3","10000",2009,1431.2,1.28808
"66251","2","200",2010,2341,2.1069
"66251","2","400",2010,3114,2.8026
"66251","2","1000",2010,6546,5.8914
"66251","2","2000",2010,16532.6,14.87934
"66251","2","5000",2010,51291.8,46.16262
"66251","2","10000",2010,106382.6,95.74434
"66251","4","200",2010,8544.6,7.69014
"66251","4","400",2010,18526.6,16.67394
"66251","4","1000",2010,44975,40.4775
"66251","4","2000",2010,85093.4,76.58406
"66251","4","5000",2010,215827.4,194.24466
"66251","4","10000",2010,498033,448.2297
"66251","5","200",2010,376,0.3384
"66251","5","400",2010,602.8,0.54252
"66251","5","1000",2010,1531.4,1.37826
"66251","5","2000",2010,2491.8,2.24262
"66251","5","5000",2010,6711,6.0399
"66251","5","10000",2010,12424.6,11.18214
"66251","6","200",2010,8477.4,7.62966
"66251","6","400",2010,16841.6,15.15744
"66251","6","1000",2010,41928.4,37.73556
"66251","6","2000",2010,83691,75.3219
"66251","6","5000",2010,219414.2,197.47278
"66251","6","10000",2010,503711.4,453.34026
"66251","1","200",2010,46,0.0414
"66251","1","400",2010,225,0.2025
"66251","1","1000",2010,873,0.7857
"66251","1","2000",2010,2326.2,2.09358
"66251","1","5000",2010,5320.2,4.78818
"66251","1","10000",2010,10587,9.5283
"66251","7","200",2010,4,0.0036
"66251","7","400",2010,18,0.0162
"66251","7","1000",2010,129.2,0.11628
"66251","7","2000",2010,538,0.4842
"66251","7","5000",2010,2367,2.1303
"66251","7","10000",2010,7721.8,6.94962
"66251","3","200",2010,87,0.0783
"66251","3","400",2010,118,0.1062
"66251","3","1000",2010,257,0.2313
"66251","3","2000",2010,399,0.3591
"66251","3","5000",2010,624.4,0.56196
"66251","3","10000",2010,1483.6,1.33524
"66251","2","200",2011,2341,2.1069
"66251","2","400",2011,3114,2.8026
"66251","2","1000",2011,6546,5.8914
"66251","2","2000",2011,16546,14.8914
"66251","2","5000",2011,51314,46.1826
"66251","2","10000",2011,106407,95.7663
"66251","4","200",2011,8525,7.6725
"66251","4","400",2011,18474,16.6266
"66251","4","1000",2011,44897,40.4073
"66251","4","2000",2011,85011,76.5099
"66251","4","5000",2011,215695,194.1255
"66251","4","10000",2011,497789,448.0101
"66251","5","200",2011,376,0.3384
"66251","5","400",2011,604,0.5436
"66251","5","1000",2011,1534,1.3806
"66251","5","2000",2011,2489,2.2401
"66251","5","5000",2011,6707,6.0363
"66251","5","10000",2011,12419,11.1771
"66251","6","200",2011,8497,7.6473
"66251","6","400",2011,16893,15.2037
"66251","6","1000",2011,42003,37.8027
"66251","6","2000",2011,83750,75.375
"66251","6","5000",2011,219502,197.5518
"66251","6","10000",2011,503829,453.4461
"66251","1","200",2011,46,0.0414
"66251","1","400",2011,225,0.2025
"66251","1","1000",2011,873,0.7857
"66251","1","2000",2011,2326,2.0934
"66251","1","5000",2011,5320,4.788
"66251","1","10000",2011,10593,9.5337
"66251","7","200",2011,4,0.0036
"66251","7","400",2011,18,0.0162
"66251","7","1000",2011,130,0.117
"66251","7","2000",2011,541,0.4869
"66251","7","5000",2011,2381,2.1429
"66251","7","10000",2011,7771,6.9939
"66251","3","200",2011,87,0.0783
"66251","3","400",2011,118,0.1062
"66251","3","1000",2011,257,0.2313
"66251","3","2000",2011,409,0.3681
"66251","3","5000",2011,637,0.5733
"66251","3","10000",2011,1536,1.3824
"66251","2","200",2012,0,0
"66251","2","400",2012,0,0
"66251","2","1000",2012,0,0
"66251","2","2000",2012,0,0
"66251","2","5000",2012,0,0
"66251","2","10000",2012,0,0
"66251","4","200",2012,0,0
"66251","4","400",2012,0,0
"66251","4","1000",2012,0,0
"66251","4","2000",2012,0,0
"66251","4","5000",2012,0,0
"66251","4","10000",2012,0,0
"66251","5","200",2012,0,0
"66251","5","400",2012,0,0
"66251","5","1000",2012,0,0
"66251","5","2000",2012,0,0
"66251","5","5000",2012,0,0
"66251","5","10000",2012,0,0
"66251","6","200",2012,0,0
"66251","6","400",2012,0,0
"66251","6","1000",2012,0,0
"66251","6","2000",2012,0,0
"66251","6","5000",2012,0,0
"66251","6","10000",2012,0,0
"66251","1","200",2012,0,0
"66251","1","400",2012,0,0
"66251","1","1000",2012,0,0
"66251","1","2000",2012,0,0
"66251","1","5000",2012,0,0
"66251","1","10000",2012,0,0
"66251","7","200",2012,0,0
"66251","7","400",2012,0,0
"66251","7","1000",2012,0,0
"66251","7","2000",2012,0,0
"66251","7","5000",2012,0,0
"66251","7","10000",2012,0,0
"66251","3","200",2012,0,0
"66251","3","400",2012,0,0
"66251","3","1000",2012,0,0
"66251","3","2000",2012,0,0
"66251","3","5000",2012,0,0
"66251","3","10000",2012,0,0
"66901","2","200",1992,2245,2.0205
"66901","2","400",1992,2614,2.3526
"66901","2","1000",1992,4251,3.8259
"66901","2","2000",1992,7548,6.7932
"66901","2","5000",1992,18444,16.5996
"66901","2","10000",1992,47462,42.7158
"66901","4","200",1992,14532,13.0788
"66901","4","400",1992,30206,27.1854
"66901","4","1000",1992,71760,64.584
"66901","4","2000",1992,128916,116.0244
"66901","4","5000",1992,311763,280.5867
"66901","4","10000",1992,682431,614.1879
"66901","5","200",1992,195,0.1755
"66901","5","400",1992,401,0.3609
"66901","5","1000",1992,2588,2.3292
"66901","5","2000",1992,6523,5.8707
"66901","5","5000",1992,21182,19.0638
"66901","5","10000",1992,45683,41.1147
"66901","6","200",1992,507,0.4563
"66901","6","400",1992,980,0.882
"66901","6","1000",1992,2385,2.1465
"66901","6","2000",1992,7481,6.7329
"66901","6","5000",1992,30963,27.8667
"66901","6","10000",1992,120468,108.4212
"66901","1","200",1992,0,0
"66901","1","400",1992,0,0
"66901","1","1000",1992,73,0.0657
"66901","1","2000",1992,157,0.1413
"66901","1","5000",1992,831,0.7479
"66901","1","10000",1992,3106,2.7954
"66901","7","200",1992,0,0
"66901","7","400",1992,0,0
"66901","7","1000",1992,0,0
"66901","7","2000",1992,0,0
"66901","7","5000",1992,0,0
"66901","7","10000",1992,954,0.8586
"66901","3","200",1992,0,0
"66901","3","400",1992,0,0
"66901","3","1000",1992,0,0
"66901","3","2000",1992,0,0
"66901","3","5000",1992,1117,1.0053
"66901","3","10000",1992,1895,1.7055
"66901","2","200",1993,2249.88888888889,2.0249
"66901","2","400",1993,2618.88888888889,2.357
"66901","2","1000",1993,4261.33333333333,3.8352
"66901","2","2000",1993,7564,6.8076
"66901","2","5000",1993,18485.5555555556,16.637
"66901","2","10000",1993,47584.7777777778,42.8263
"66901","4","200",1993,14528.1111111111,13.0753
"66901","4","400",1993,30214.4444444444,27.193
"66901","4","1000",1993,71766.7777777778,64.5901
"66901","4","2000",1993,128893,116.0037
"66901","4","5000",1993,311299.888888889,280.1699
"66901","4","10000",1993,681134,613.0206
"66901","5","200",1993,223.555555555556,0.2012
"66901","5","400",1993,463.333333333333,0.417
"66901","5","1000",1993,2612.11111111111,2.3509
"66901","5","2000",1993,6735.22222222222,6.0617
"66901","5","5000",1993,22071,19.8639
"66901","5","10000",1993,46893.4444444444,42.2041
"66901","6","200",1993,503.555555555556,0.4532
"66901","6","400",1993,958.555555555556,0.8627
"66901","6","1000",1993,2343,2.1087
"66901","6","2000",1993,7269,6.5421
"66901","6","5000",1993,30548.2222222222,27.4934
"66901","6","10000",1993,120536.777777778,108.4831
"66901","1","200",1993,0,0
"66901","1","400",1993,0,0
"66901","1","1000",1993,74.2222222222222,0.0668
"66901","1","2000",1993,169.222222222222,0.1523
"66901","1","5000",1993,853.444444444444,0.7681
"66901","1","10000",1993,3133.66666666667,2.8203
"66901","7","200",1993,2.44444444444444,0.0022
"66901","7","400",1993,5.11111111111111,0.0046
"66901","7","1000",1993,10.4444444444444,0.0094
"66901","7","2000",1993,12.8888888888889,0.0116
"66901","7","5000",1993,41.1111111111111,0.037
"66901","7","10000",1993,967.444444444444,0.8707
"66901","3","200",1993,0,0
"66901","3","400",1993,0,0
"66901","3","1000",1993,0,0
"66901","3","2000",1993,0,0
"66901","3","5000",1993,1048.11111111111,0.9433
"66901","3","10000",1993,1761.44444444444,1.5853
"66901","2","200",1994,2254.77777777778,2.0293
"66901","2","400",1994,2623.77777777778,2.3614
"66901","2","1000",1994,4271.66666666667,3.8445
"66901","2","2000",1994,7580,6.822
"66901","2","5000",1994,18527.1111111111,16.6744
"66901","2","10000",1994,47707.5555555556,42.9368
"66901","4","200",1994,14524.2222222222,13.0718
"66901","4","400",1994,30222.8888888889,27.2006
"66901","4","1000",1994,71773.5555555556,64.5962
"66901","4","2000",1994,128870,115.983
"66901","4","5000",1994,310836.777777778,279.7531
"66901","4","10000",1994,679837,611.8533
"66901","5","200",1994,252.111111111111,0.2269
"66901","5","400",1994,525.666666666667,0.4731
"66901","5","1000",1994,2636.22222222222,2.3726
"66901","5","2000",1994,6947.44444444444,6.2527
"66901","5","5000",1994,22960,20.664
"66901","5","10000",1994,48103.8888888889,43.2935
"66901","6","200",1994,500.111111111111,0.4501
"66901","6","400",1994,937.111111111111,0.8434
"66901","6","1000",1994,2301,2.0709
"66901","6","2000",1994,7057,6.3513
"66901","6","5000",1994,30133.4444444444,27.1201
"66901","6","10000",1994,120605.555555556,108.545
"66901","1","200",1994,0,0
"66901","1","400",1994,0,0
"66901","1","1000",1994,75.4444444444444,0.0679
"66901","1","2000",1994,181.444444444444,0.1633
"66901","1","5000",1994,875.888888888889,0.7883
"66901","1","10000",1994,3161.33333333333,2.8452
"66901","7","200",1994,4.88888888888889,0.0044
"66901","7","400",1994,10.2222222222222,0.0092
"66901","7","1000",1994,20.8888888888889,0.0188
"66901","7","2000",1994,25.7777777777778,0.0232
"66901","7","5000",1994,82.2222222222222,0.074
"66901","7","10000",1994,980.888888888889,0.8828
"66901","3","200",1994,0,0
"66901","3","400",1994,0,0
"66901","3","1000",1994,0,0
"66901","3","2000",1994,0,0
"66901","3","5000",1994,979.222222222222,0.8813
"66901","3","10000",1994,1627.88888888889,1.4651
"66901","2","200",1995,2259.66666666667,2.0337
"66901","2","400",1995,2628.66666666667,2.3658
"66901","2","1000",1995,4282,3.8538
"66901","2","2000",1995,7596,6.8364
"66901","2","5000",1995,18568.6666666667,16.7118
"66901","2","10000",1995,47830.3333333333,43.0473
"66901","4","200",1995,14520.3333333333,13.0683
"66901","4","400",1995,30231.3333333333,27.2082
"66901","4","1000",1995,71780.3333333333,64.6023
"66901","4","2000",1995,128847,115.9623
"66901","4","5000",1995,310373.666666667,279.3363
"66901","4","10000",1995,678540,610.686
"66901","5","200",1995,280.666666666667,0.2526
"66901","5","400",1995,588,0.5292
"66901","5","1000",1995,2660.33333333333,2.3943
"66901","5","2000",1995,7159.66666666667,6.4437
"66901","5","5000",1995,23849,21.4641
"66901","5","10000",1995,49314.3333333333,44.3829
"66901","6","200",1995,496.666666666667,0.447
"66901","6","400",1995,915.666666666667,0.8241
"66901","6","1000",1995,2259,2.0331
"66901","6","2000",1995,6845,6.1605
"66901","6","5000",1995,29718.6666666667,26.7468
"66901","6","10000",1995,120674.333333333,108.6069
"66901","1","200",1995,0,0
"66901","1","400",1995,0,0
"66901","1","1000",1995,76.6666666666667,0.069
"66901","1","2000",1995,193.666666666667,0.1743
"66901","1","5000",1995,898.333333333333,0.8085
"66901","1","10000",1995,3189,2.8701
"66901","7","200",1995,7.33333333333333,0.0066
"66901","7","400",1995,15.3333333333333,0.0138
"66901","7","1000",1995,31.3333333333333,0.0282
"66901","7","2000",1995,38.6666666666667,0.0348
"66901","7","5000",1995,123.333333333333,0.111
"66901","7","10000",1995,994.333333333333,0.8949
"66901","3","200",1995,0,0
"66901","3","400",1995,0,0
"66901","3","1000",1995,0,0
"66901","3","2000",1995,0,0
"66901","3","5000",1995,910.333333333333,0.8193
"66901","3","10000",1995,1494.33333333333,1.3449
"66901","2","200",1996,2264.55555555556,2.0381
"66901","2","400",1996,2633.55555555556,2.3702
"66901","2","1000",1996,4292.33333333333,3.8631
"66901","2","2000",1996,7612,6.8508
"66901","2","5000",1996,18610.2222222222,16.7492
"66901","2","10000",1996,47953.1111111111,43.1578
"66901","4","200",1996,14516.4444444444,13.0648
"66901","4","400",1996,30239.7777777778,27.2158
"66901","4","1000",1996,71787.1111111111,64.6084
"66901","4","2000",1996,128824,115.9416
"66901","4","5000",1996,309910.555555556,278.9195
"66901","4","10000",1996,677243,609.5187
"66901","5","200",1996,309.222222222222,0.2783
"66901","5","400",1996,650.333333333333,0.5853
"66901","5","1000",1996,2684.44444444444,2.416
"66901","5","2000",1996,7371.88888888889,6.6347
"66901","5","5000",1996,24738,22.2642
"66901","5","10000",1996,50524.7777777778,45.4723
"66901","6","200",1996,493.222222222222,0.4439
"66901","6","400",1996,894.222222222222,0.8048
"66901","6","1000",1996,2217,1.9953
"66901","6","2000",1996,6633,5.9697
"66901","6","5000",1996,29303.8888888889,26.3735
"66901","6","10000",1996,120743.111111111,108.6688
"66901","1","200",1996,0,0
"66901","1","400",1996,0,0
"66901","1","1000",1996,77.8888888888889,0.0701
"66901","1","2000",1996,205.888888888889,0.1853
"66901","1","5000",1996,920.777777777778,0.8287
"66901","1","10000",1996,3216.66666666667,2.895
"66901","7","200",1996,9.77777777777778,0.0088
"66901","7","400",1996,20.4444444444444,0.0184
"66901","7","1000",1996,41.7777777777778,0.0376
"66901","7","2000",1996,51.5555555555556,0.0464
"66901","7","5000",1996,164.444444444444,0.148
"66901","7","10000",1996,1007.77777777778,0.907
"66901","3","200",1996,0,0
"66901","3","400",1996,0,0
"66901","3","1000",1996,0,0
"66901","3","2000",1996,0,0
"66901","3","5000",1996,841.444444444444,0.7573
"66901","3","10000",1996,1360.77777777778,1.2247
"66901","2","200",1997,2269.44444444444,2.0425
"66901","2","400",1997,2638.44444444444,2.3746
"66901","2","1000",1997,4302.66666666667,3.8724
"66901","2","2000",1997,7628,6.8652
"66901","2","5000",1997,18651.7777777778,16.7866
