"year","GEOID","RTENO","reclass","buffer","total"
1992,"39097","66035","1",5000,177
1992,"39097","66035","1",10000,2313
1992,"39097","66067","1",200,0
1992,"39097","66067","1",400,0
1992,"39097","66067","1",1000,0
1992,"39097","66067","1",2000,0
1992,"39097","66067","1",5000,0
1992,"39097","66067","1",10000,85
1992,"39097","66166","1",200,0
1992,"39097","66166","1",400,12
1992,"39097","66166","1",1000,202
1992,"39097","66166","1",2000,376
1992,"39097","66166","1",5000,1016
1992,"39097","66166","1",10000,1355
1992,"39099","66015","1",200,0
1992,"39099","66015","1",400,0
1992,"39099","66015","1",1000,0
1992,"39099","66015","1",2000,0
1992,"39099","66015","1",5000,0
1992,"39099","66015","1",10000,3395
1992,"39099","66022","1",200,133
1992,"39099","66022","1",400,793
1992,"39099","66022","1",1000,2641
1992,"39099","66022","1",2000,2960
1992,"39099","66022","1",5000,5681
1992,"39099","66022","1",10000,6891
1992,"39099","66157","1",200,0
1992,"39099","66157","1",400,0
1992,"39099","66157","1",1000,0
1992,"39099","66157","1",2000,95
1992,"39099","66157","1",5000,393
1992,"39099","66157","1",10000,5506
1992,"39101","66032","1",200,0
1992,"39101","66032","1",400,0
1992,"39101","66032","1",1000,0
1992,"39101","66032","1",2000,0
1992,"39101","66032","1",5000,26
1992,"39101","66032","1",10000,123
1992,"39101","66034","1",200,33
1992,"39101","66034","1",400,155
1992,"39101","66034","1",1000,246
1992,"39101","66034","1",2000,519
1992,"39101","66034","1",5000,682
1992,"39101","66034","1",10000,1074
1992,"39101","66042","1",200,0
1992,"39101","66042","1",400,0
1992,"39101","66042","1",1000,0
1992,"39101","66042","1",2000,11
1992,"39101","66042","1",5000,99
1992,"39101","66042","1",10000,488
1992,"39101","66141","1",200,0
1992,"39101","66141","1",400,0
1992,"39101","66141","1",1000,0
1992,"39101","66141","1",2000,0
1992,"39101","66141","1",5000,0
1992,"39101","66141","1",10000,1
1992,"39103","66011","1",200,0
1992,"39103","66011","1",400,0
1992,"39103","66011","1",1000,0
1992,"39103","66011","1",2000,0
1992,"39103","66011","1",5000,0
1992,"39103","66011","1",10000,0
1992,"39103","66018","1",200,0
1992,"39103","66018","1",400,0
1992,"39103","66018","1",1000,0
1992,"39103","66018","1",2000,321
1992,"39103","66018","1",5000,716
1992,"39103","66018","1",10000,1586
1992,"39103","66047","1",200,0
1992,"39103","66047","1",400,0
1992,"39103","66047","1",1000,0
1992,"39103","66047","1",2000,0
1992,"39103","66047","1",5000,0
1992,"39103","66047","1",10000,0
1992,"39103","66118","1",200,65
1992,"39103","66118","1",400,174
1992,"39103","66118","1",1000,548
1992,"39103","66118","1",2000,2190
1992,"39103","66118","1",5000,3945
1992,"39103","66118","1",10000,7037
1992,"39105","66073","1",200,0
1992,"39105","66073","1",400,0
1992,"39105","66073","1",1000,0
1992,"39105","66073","1",2000,0
1992,"39105","66073","1",5000,692
1992,"39105","66073","1",10000,806
1992,"39105","66076","1",200,0
1992,"39105","66076","1",400,0
1992,"39105","66076","1",1000,0
1992,"39105","66076","1",2000,0
1992,"39105","66076","1",5000,0
1992,"39105","66076","1",10000,0
1992,"39105","66082","1",200,0
1992,"39105","66082","1",400,0
1992,"39105","66082","1",1000,0
1992,"39105","66082","1",2000,0
1992,"39105","66082","1",5000,0
1992,"39105","66082","1",10000,0
1992,"39105","66903","1",200,0
1992,"39105","66903","1",400,0
1992,"39105","66903","1",1000,0
1992,"39105","66903","1",2000,0
1992,"39105","66903","1",5000,0
1992,"39105","66903","1",10000,0
1992,"39105","66906","1",200,0
1992,"39105","66906","1",400,0
1992,"39105","66906","1",1000,0
1992,"39105","66906","1",2000,0
1992,"39105","66906","1",5000,0
1992,"39105","66906","1",10000,83
1992,"39107","66024","1",200,0
1992,"39107","66024","1",400,0
1992,"39107","66024","1",1000,144
1992,"39107","66024","1",2000,440
1992,"39107","66024","1",5000,22231
1992,"39107","66024","1",10000,47757
1992,"39107","66027","1",200,0
1992,"39107","66027","1",400,0
1992,"39107","66027","1",1000,0
1992,"39107","66027","1",2000,0
1992,"39107","66027","1",5000,0
1992,"39107","66027","1",10000,0
1992,"39109","66026","1",200,0
1992,"39109","66026","1",400,0
1992,"39109","66026","1",1000,-2
1992,"39109","66026","1",2000,16
1992,"39109","66026","1",5000,764
1992,"39109","66026","1",10000,3247
1992,"39111","66080","1",200,0
1992,"39111","66080","1",400,0
1992,"39111","66080","1",1000,0
1992,"39111","66080","1",2000,0
1992,"39111","66080","1",5000,498
1992,"39111","66080","1",10000,1040
1992,"39111","66081","1",200,0
1992,"39111","66081","1",400,0
1992,"39111","66081","1",1000,0
1992,"39111","66081","1",2000,0
1992,"39111","66081","1",5000,0
1992,"39111","66081","1",10000,33
1992,"39111","66181","1",200,0
1992,"39111","66181","1",400,0
1992,"39111","66181","1",1000,0
1992,"39111","66181","1",2000,0
1992,"39111","66181","1",5000,0
1992,"39111","66181","1",10000,37
1992,"39113","66058","1",200,0
1992,"39113","66058","1",400,0
1992,"39113","66058","1",1000,50
1992,"39113","66058","1",2000,76
1992,"39113","66058","1",5000,227
1992,"39113","66058","1",10000,1273
1992,"39113","66159","1",200,142
1992,"39113","66159","1",400,338
1992,"39113","66159","1",1000,821
1992,"39113","66159","1",2000,1498
1992,"39113","66159","1",5000,2871
1992,"39113","66159","1",10000,5454
1992,"39115","66081","1",200,0
1992,"39115","66081","1",400,0
1992,"39115","66081","1",1000,0
1992,"39115","66081","1",2000,0
1992,"39115","66081","1",5000,18
1992,"39115","66081","1",10000,400
1992,"39115","66082","1",200,0
1992,"39115","66082","1",400,0
1992,"39115","66082","1",1000,0
1992,"39115","66082","1",2000,0
1992,"39115","66082","1",5000,44
1992,"39115","66082","1",10000,1549
1992,"39115","66181","1",200,0
1992,"39115","66181","1",400,0
1992,"39115","66181","1",1000,0
1992,"39115","66181","1",2000,0
1992,"39115","66181","1",5000,0
1992,"39115","66181","1",10000,278
1992,"39115","66906","1",200,0
1992,"39115","66906","1",400,0
1992,"39115","66906","1",1000,0
1992,"39115","66906","1",2000,0
1992,"39115","66906","1",5000,0
1992,"39115","66906","1",10000,0
1992,"39117","66034","1",200,0
1992,"39117","66034","1",400,0
1992,"39117","66034","1",1000,31
1992,"39117","66034","1",2000,66
1992,"39117","66034","1",5000,209
1992,"39117","66034","1",10000,360
1992,"39117","66039","1",200,0
1992,"39117","66039","1",400,0
1992,"39117","66039","1",1000,0
1992,"39117","66039","1",2000,0
1992,"39117","66039","1",5000,163
1992,"39117","66039","1",10000,447
1992,"39117","66042","1",200,0
1992,"39117","66042","1",400,0
1992,"39117","66042","1",1000,81
1992,"39117","66042","1",2000,170
1992,"39117","66042","1",5000,517
1992,"39117","66042","1",10000,1730
1992,"39117","66141","1",200,0
1992,"39117","66141","1",400,0
1992,"39117","66141","1",1000,0
1992,"39117","66141","1",2000,0
1992,"39117","66141","1",5000,214
1992,"39117","66141","1",10000,442
1992,"39119","66043","1",200,0
1992,"39119","66043","1",400,0
1992,"39119","66043","1",1000,272
1992,"39119","66043","1",2000,1819
1992,"39119","66043","1",5000,8415
1992,"39119","66043","1",10000,11706
1992,"39119","66049","1",200,0
1992,"39119","66049","1",400,0
1992,"39119","66049","1",1000,34
1992,"39119","66049","1",2000,266
1992,"39119","66049","1",5000,1759
1992,"39119","66049","1",10000,6029
1992,"39119","66075","1",200,0
1992,"39119","66075","1",400,0
1992,"39119","66075","1",1000,0
1992,"39119","66075","1",2000,0
1992,"39119","66075","1",5000,59
1992,"39119","66075","1",10000,301
1992,"39119","66083","1",200,0
1992,"39119","66083","1",400,0
1992,"39119","66083","1",1000,0
1992,"39119","66083","1",2000,0
1992,"39119","66083","1",5000,264
1992,"39119","66083","1",10000,1905
1992,"39121","66081","1",200,0
1992,"39121","66081","1",400,0
1992,"39121","66081","1",1000,98
1992,"39121","66081","1",2000,132
1992,"39121","66081","1",5000,247
1992,"39121","66081","1",10000,646
1992,"39121","66083","1",200,0
1992,"39121","66083","1",400,0
1992,"39121","66083","1",1000,0
1992,"39121","66083","1",2000,0
1992,"39121","66083","1",5000,0
1992,"39121","66083","1",10000,10906
1992,"39121","66181","1",200,0
1992,"39121","66181","1",400,0
1992,"39121","66181","1",1000,62
1992,"39121","66181","1",2000,101
1992,"39121","66181","1",5000,235
1992,"39121","66181","1",10000,819
1992,"39123","66006","1",200,0
1992,"39123","66006","1",400,0
1992,"39123","66006","1",1000,0
1992,"39123","66006","1",2000,0
1992,"39123","66006","1",5000,1993
1992,"39123","66006","1",10000,14568
1992,"39123","66107","1",200,0
1992,"39123","66107","1",400,11
1992,"39123","66107","1",1000,74
1992,"39123","66107","1",2000,392
1992,"39123","66107","1",5000,29715
1992,"39123","66107","1",10000,164930
1992,"39123","66113","1",200,0
1992,"39123","66113","1",400,0
1992,"39123","66113","1",1000,0
1992,"39123","66113","1",2000,0
1992,"39123","66113","1",5000,0
1992,"39123","66113","1",10000,34053
1992,"39125","66003","1",200,0
1992,"39125","66003","1",400,0
1992,"39125","66003","1",1000,0
1992,"39125","66003","1",2000,0
1992,"39125","66003","1",5000,0
1992,"39125","66003","1",10000,1416
1992,"39127","66043","1",200,0
1992,"39127","66043","1",400,0
1992,"39127","66043","1",1000,0
1992,"39127","66043","1",2000,0
1992,"39127","66043","1",5000,0
1992,"39127","66043","1",10000,0
1992,"39127","66075","1",200,0
1992,"39127","66075","1",400,0
1992,"39127","66075","1",1000,0
1992,"39127","66075","1",2000,41
1992,"39127","66075","1",5000,1570
1992,"39127","66075","1",10000,2519
1992,"39127","66076","1",200,0
1992,"39127","66076","1",400,0
1992,"39127","66076","1",1000,0
1992,"39127","66076","1",2000,0
1992,"39127","66076","1",5000,0
1992,"39127","66076","1",10000,0
1992,"39129","66067","1",200,0
1992,"39129","66067","1",400,0
1992,"39129","66067","1",1000,0
1992,"39129","66067","1",2000,0
1992,"39129","66067","1",5000,0
1992,"39129","66067","1",10000,0
1992,"39129","66072","1",200,0
1992,"39129","66072","1",400,0
1992,"39129","66072","1",1000,0
1992,"39129","66072","1",2000,0
1992,"39129","66072","1",5000,0
1992,"39129","66072","1",10000,-12
1992,"39129","66074","1",200,0
1992,"39129","66074","1",400,0
1992,"39129","66074","1",1000,0
1992,"39129","66074","1",2000,0
1992,"39129","66074","1",5000,0
1992,"39129","66074","1",10000,81
1992,"39129","66166","1",200,24
1992,"39129","66166","1",400,34
1992,"39129","66166","1",1000,296
1992,"39129","66166","1",2000,480
1992,"39129","66166","1",5000,714
1992,"39129","66166","1",10000,1133
1992,"39129","66904","1",200,0
1992,"39129","66904","1",400,0
1992,"39129","66904","1",1000,0
1992,"39129","66904","1",2000,0
1992,"39129","66904","1",5000,0
1992,"39129","66904","1",10000,0
1992,"39131","66074","1",200,0
1992,"39131","66074","1",400,0
1992,"39131","66074","1",1000,190
1992,"39131","66074","1",2000,451
1992,"39131","66074","1",5000,1642
1992,"39131","66074","1",10000,2677
1992,"39131","66087","1",200,0
1992,"39131","66087","1",400,0
1992,"39131","66087","1",1000,0
1992,"39131","66087","1",2000,0
1992,"39131","66087","1",5000,0
1992,"39131","66087","1",10000,0
1992,"39131","66905","1",200,0
1992,"39131","66905","1",400,0
1992,"39131","66905","1",1000,0
1992,"39131","66905","1",2000,0
1992,"39131","66905","1",5000,491
1992,"39131","66905","1",10000,2883
1992,"39131","66907","1",200,0
1992,"39131","66907","1",400,0
1992,"39131","66907","1",1000,0
1992,"39131","66907","1",2000,209
1992,"39131","66907","1",5000,365
1992,"39131","66907","1",10000,411
1992,"39133","66015","1",200,191
1992,"39133","66015","1",400,437
1992,"39133","66015","1",1000,2468
1992,"39133","66015","1",2000,8335
1992,"39133","66015","1",5000,18442
1992,"39133","66015","1",10000,27951
1992,"39133","66018","1",200,0
1992,"39133","66018","1",400,0
1992,"39133","66018","1",1000,0
1992,"39133","66018","1",2000,0
1992,"39133","66018","1",5000,1459
1992,"39133","66018","1",10000,4185
1992,"39133","66022","1",200,0
1992,"39133","66022","1",400,0
1992,"39133","66022","1",1000,0
1992,"39133","66022","1",2000,89
1992,"39133","66022","1",5000,2317
1992,"39133","66022","1",10000,13147
1992,"39133","66116","1",200,160
1992,"39133","66116","1",400,315
1992,"39133","66116","1",1000,917
1992,"39133","66116","1",2000,1826
1992,"39133","66116","1",5000,5235
1992,"39133","66116","1",10000,13875
1992,"39135","66058","1",200,4
1992,"39135","66058","1",400,47
1992,"39135","66058","1",1000,289
1992,"39135","66058","1",2000,420
1992,"39135","66058","1",5000,2493
1992,"39135","66058","1",10000,2739
1992,"39135","66060","1",200,-1
1992,"39135","66060","1",400,-3
1992,"39135","66060","1",1000,2
1992,"39135","66060","1",2000,10
1992,"39135","66060","1",5000,1758
1992,"39135","66060","1",10000,2744
1992,"39135","66159","1",200,0
1992,"39135","66159","1",400,0
1992,"39135","66159","1",1000,0
1992,"39135","66159","1",2000,0
1992,"39135","66159","1",5000,247
1992,"39135","66159","1",10000,1815
1992,"39137","66002","1",200,0
1992,"39137","66002","1",400,0
1992,"39137","66002","1",1000,9
1992,"39137","66002","1",2000,87
1992,"39137","66002","1",5000,382
1992,"39137","66002","1",10000,1208
1992,"39137","66025","1",200,89
1992,"39137","66025","1",400,277
1992,"39137","66025","1",1000,553
1992,"39137","66025","1",2000,663
1992,"39137","66025","1",5000,962
1992,"39137","66025","1",10000,2751
1992,"39139","66011","1",200,0
1992,"39139","66011","1",400,0
1992,"39139","66011","1",1000,0
1992,"39139","66011","1",2000,0
1992,"39139","66011","1",5000,0
1992,"39139","66011","1",10000,22
1992,"39139","66039","1",200,0
1992,"39139","66039","1",400,0
1992,"39139","66039","1",1000,0
1992,"39139","66039","1",2000,35
1992,"39139","66039","1",5000,313
1992,"39139","66039","1",10000,788
1992,"39139","66113","1",200,0
1992,"39139","66113","1",400,0
1992,"39139","66113","1",1000,0
1992,"39139","66113","1",2000,0
1992,"39139","66113","1",5000,0
1992,"39139","66113","1",10000,0
1992,"39139","66908","1",200,0
1992,"39139","66908","1",400,11
1992,"39139","66908","1",1000,541
1992,"39139","66908","1",2000,1579
1992,"39139","66908","1",5000,2454
1992,"39139","66908","1",10000,2969
1992,"39141","66072","1",200,0
1992,"39141","66072","1",400,0
1992,"39141","66072","1",1000,0
1992,"39141","66072","1",2000,0
1992,"39141","66072","1",5000,0
1992,"39141","66072","1",10000,0
1992,"39141","66074","1",200,0
1992,"39141","66074","1",400,157
1992,"39141","66074","1",1000,439
1992,"39141","66074","1",2000,992
1992,"39141","66074","1",5000,3825
1992,"39141","66074","1",10000,7126
1992,"39141","66165","1",200,0
1992,"39141","66165","1",400,0
1992,"39141","66165","1",1000,0
1992,"39141","66165","1",2000,0
1992,"39141","66165","1",5000,0
1992,"39141","66165","1",10000,0
1992,"39141","66904","1",200,0
1992,"39141","66904","1",400,0
1992,"39141","66904","1",1000,0
1992,"39141","66904","1",2000,97
1992,"39141","66904","1",5000,335
1992,"39141","66904","1",10000,1383
1992,"39141","66905","1",200,263
1992,"39141","66905","1",400,353
1992,"39141","66905","1",1000,485
1992,"39141","66905","1",2000,829
1992,"39141","66905","1",5000,2176
1992,"39141","66905","1",10000,5391
1992,"39141","66907","1",200,0
1992,"39141","66907","1",400,0
1992,"39141","66907","1",1000,0
1992,"39141","66907","1",2000,0
1992,"39141","66907","1",5000,0
1992,"39141","66907","1",10000,967
1992,"39143","66006","1",200,0
1992,"39143","66006","1",400,0
1992,"39143","66006","1",1000,546
1992,"39143","66006","1",2000,1115
1992,"39143","66006","1",5000,6448
1992,"39143","66006","1",10000,17022
1992,"39143","66107","1",200,0
1992,"39143","66107","1",400,0
1992,"39143","66107","1",1000,0
1992,"39143","66107","1",2000,0
1992,"39143","66107","1",5000,0
1992,"39143","66107","1",10000,7106
1992,"39143","66113","1",200,0
1992,"39143","66113","1",400,0
1992,"39143","66113","1",1000,0
1992,"39143","66113","1",2000,0
1992,"39143","66113","1",5000,2884
1992,"39143","66113","1",10000,10701
1992,"39145","66087","1",200,21
1992,"39145","66087","1",400,38
1992,"39145","66087","1",1000,58
1992,"39145","66087","1",2000,86
1992,"39145","66087","1",5000,576
1992,"39145","66087","1",10000,3022
1992,"39145","66901","1",200,0
1992,"39145","66901","1",400,0
1992,"39145","66901","1",1000,0
1992,"39145","66901","1",2000,0
1992,"39145","66901","1",5000,0
1992,"39145","66901","1",10000,209
1992,"39145","66902","1",200,0
1992,"39145","66902","1",400,0
1992,"39145","66902","1",1000,0
1992,"39145","66902","1",2000,271
1992,"39145","66902","1",5000,1141
1992,"39145","66902","1",10000,2956
1992,"39147","66005","1",200,0
1992,"39147","66005","1",400,0
1992,"39147","66005","1",1000,440
1992,"39147","66005","1",2000,1007
1992,"39147","66005","1",5000,2273
1992,"39147","66005","1",10000,3066
1992,"39147","66033","1",200,0
1992,"39147","66033","1",400,0
1992,"39147","66033","1",1000,0
1992,"39147","66033","1",2000,0
1992,"39147","66033","1",5000,0
1992,"39147","66033","1",10000,0
1992,"39147","66113","1",200,0
1992,"39147","66113","1",400,21
1992,"39147","66113","1",1000,38
1992,"39147","66113","1",2000,55
1992,"39147","66113","1",5000,63
1992,"39147","66113","1",10000,155
1992,"39149","66024","1",200,-1
1992,"39149","66024","1",400,0
1992,"39149","66024","1",1000,5
1992,"39149","66024","1",2000,103
1992,"39149","66024","1",5000,132
1992,"39149","66024","1",10000,323
1992,"39149","66026","1",200,36
1992,"39149","66026","1",400,90
1992,"39149","66026","1",1000,251
1992,"39149","66026","1",2000,759
1992,"39149","66026","1",5000,1427
1992,"39149","66026","1",10000,1995
1992,"39149","66027","1",200,33
1992,"39149","66027","1",400,49
1992,"39149","66027","1",1000,86
1992,"39149","66027","1",2000,222
1992,"39149","66027","1",5000,740
1992,"39149","66027","1",10000,3972
1992,"39151","66015","1",200,0
1992,"39151","66015","1",400,0
1992,"39151","66015","1",1000,0
1992,"39151","66015","1",2000,0
1992,"39151","66015","1",5000,1196
1992,"39151","66015","1",10000,7197
1992,"39151","66046","1",200,0
1992,"39151","66046","1",400,0
1992,"39151","66046","1",1000,0
1992,"39151","66046","1",2000,0
1992,"39151","66046","1",5000,0
1992,"39151","66046","1",10000,4
1992,"39151","66047","1",200,0
1992,"39151","66047","1",400,0
1992,"39151","66047","1",1000,0
1992,"39151","66047","1",2000,0
1992,"39151","66047","1",5000,799
1992,"39151","66047","1",10000,1930
1992,"39151","66148","1",200,0
1992,"39151","66148","1",400,0
1992,"39151","66148","1",1000,0
1992,"39151","66148","1",2000,0
1992,"39151","66148","1",5000,0
1992,"39151","66148","1",10000,0
1992,"39153","66015","1",200,0
1992,"39153","66015","1",400,0
1992,"39153","66015","1",1000,0
1992,"39153","66015","1",2000,0
1992,"39153","66015","1",5000,0
1992,"39153","66015","1",10000,1646
1992,"39153","66018","1",200,0
1992,"39153","66018","1",400,64
1992,"39153","66018","1",1000,191
1992,"39153","66018","1",2000,803
1992,"39153","66018","1",5000,2167
1992,"39153","66018","1",10000,4268
1992,"39153","66047","1",200,0
1992,"39153","66047","1",400,0
1992,"39153","66047","1",1000,0
1992,"39153","66047","1",2000,0
1992,"39153","66047","1",5000,346
1992,"39153","66047","1",10000,757
1992,"39153","66116","1",200,0
1992,"39153","66116","1",400,0
1992,"39153","66116","1",1000,0
1992,"39153","66116","1",2000,0
1992,"39153","66116","1",5000,456
1992,"39153","66116","1",10000,1404
1992,"39153","66118","1",200,0
1992,"39153","66118","1",400,0
1992,"39153","66118","1",1000,0
1992,"39153","66118","1",2000,0
1992,"39153","66118","1",5000,0
1992,"39153","66118","1",10000,1248
1992,"39155","66015","1",200,0
1992,"39155","66015","1",400,0
1992,"39155","66015","1",1000,0
1992,"39155","66015","1",2000,38
1992,"39155","66015","1",5000,514
1992,"39155","66015","1",10000,1567
1992,"39155","66017","1",200,0
1992,"39155","66017","1",400,0
1992,"39155","66017","1",1000,0
1992,"39155","66017","1",2000,0
1992,"39155","66017","1",5000,0
1992,"39155","66017","1",10000,97
1992,"39155","66022","1",200,0
1992,"39155","66022","1",400,241
1992,"39155","66022","1",1000,637
1992,"39155","66022","1",2000,1055
1992,"39155","66022","1",5000,2438
1992,"39155","66022","1",10000,4430
1992,"39155","66116","1",200,0
1992,"39155","66116","1",400,0
1992,"39155","66116","1",1000,0
1992,"39155","66116","1",2000,0
1992,"39155","66116","1",5000,38
1992,"39155","66116","1",10000,810
1992,"39157","66046","1",200,0
1992,"39157","66046","1",400,0
1992,"39157","66046","1",1000,0
1992,"39157","66046","1",2000,0
1992,"39157","66046","1",5000,0
1992,"39157","66046","1",10000,2177
1992,"39157","66049","1",200,0
1992,"39157","66049","1",400,0
1992,"39157","66049","1",1000,0
1992,"39157","66049","1",2000,0
1992,"39157","66049","1",5000,0
1992,"39157","66049","1",10000,29
1992,"39157","66148","1",200,13
1992,"39157","66148","1",400,32
1992,"39157","66148","1",1000,62
1992,"39157","66148","1",2000,209
1992,"39157","66148","1",5000,2341
1992,"39157","66148","1",10000,7400
1992,"39157","66150","1",200,318
1992,"39157","66150","1",400,598
1992,"39157","66150","1",1000,1169
1992,"39157","66150","1",2000,1606
1992,"39157","66150","1",5000,4036
1992,"39157","66150","1",10000,6684
1992,"39159","66035","1",200,29
1992,"39159","66035","1",400,44
1992,"39159","66035","1",1000,111
1992,"39159","66035","1",2000,259
1992,"39159","66035","1",5000,805
1992,"39159","66035","1",10000,1582
1992,"39163","66072","1",200,10
1992,"39163","66072","1",400,10
1992,"39163","66072","1",1000,10
1992,"39163","66072","1",2000,10
1992,"39163","66072","1",5000,79
1992,"39163","66072","1",10000,1662
1992,"39163","66073","1",200,0
1992,"39163","66073","1",400,0
1992,"39163","66073","1",1000,0
1992,"39163","66073","1",2000,0
1992,"39163","66073","1",5000,0
1992,"39163","66073","1",10000,72
1992,"39163","66074","1",200,0
1992,"39163","66074","1",400,0
1992,"39163","66074","1",1000,0
1992,"39163","66074","1",2000,0
1992,"39163","66074","1",5000,0
1992,"39163","66074","1",10000,86
1992,"39163","66076","1",200,0
1992,"39163","66076","1",400,0
1992,"39163","66076","1",1000,0
1992,"39163","66076","1",2000,72
1992,"39163","66076","1",5000,223
1992,"39163","66076","1",10000,1146
1992,"39163","66903","1",200,99
1992,"39163","66903","1",400,228
1992,"39163","66903","1",1000,685
1992,"39163","66903","1",2000,874
1992,"39163","66903","1",5000,1052
1992,"39163","66903","1",10000,1335
1992,"39163","66904","1",200,0
1992,"39163","66904","1",400,0
1992,"39163","66904","1",1000,50
1992,"39163","66904","1",2000,151
1992,"39163","66904","1",5000,536
1992,"39163","66904","1",10000,660
1992,"39165","66058","1",200,0
1992,"39165","66058","1",400,0
1992,"39165","66058","1",1000,0
1992,"39165","66058","1",2000,0
1992,"39165","66058","1",5000,0
1992,"39165","66058","1",10000,0
1992,"39165","66061","1",200,0
1992,"39165","66061","1",400,0
1992,"39165","66061","1",1000,148
1992,"39165","66061","1",2000,1891
1992,"39165","66061","1",5000,10378
1992,"39165","66061","1",10000,14396
1992,"39165","66159","1",200,0
1992,"39165","66159","1",400,0
1992,"39165","66159","1",1000,0
1992,"39165","66159","1",2000,0
1992,"39165","66159","1",5000,0
1992,"39165","66159","1",10000,65
1992,"39165","66168","1",200,0
1992,"39165","66168","1",400,0
1992,"39165","66168","1",1000,0
1992,"39165","66168","1",2000,0
1992,"39165","66168","1",5000,0
1992,"39165","66168","1",10000,5442
1992,"39167","66080","1",200,0
1992,"39167","66080","1",400,0
1992,"39167","66080","1",1000,0
1992,"39167","66080","1",2000,0
1992,"39167","66080","1",5000,1861
1992,"39167","66080","1",10000,4748
1992,"39167","66081","1",200,0
1992,"39167","66081","1",400,0
1992,"39167","66081","1",1000,241
1992,"39167","66081","1",2000,535
1992,"39167","66081","1",5000,2012
1992,"39167","66081","1",10000,5261
1992,"39167","66082","1",200,0
1992,"39167","66082","1",400,0
1992,"39167","66082","1",1000,0
1992,"39167","66082","1",2000,0
1992,"39167","66082","1",5000,0
1992,"39167","66082","1",10000,96
1992,"39167","66181","1",200,0
1992,"39167","66181","1",400,0
1992,"39167","66181","1",1000,225
1992,"39167","66181","1",2000,506
1992,"39167","66181","1",5000,2022
1992,"39167","66181","1",10000,5450
1992,"39167","66906","1",200,0
1992,"39167","66906","1",400,0
1992,"39167","66906","1",1000,0
1992,"39167","66906","1",2000,0
1992,"39167","66906","1",5000,28
1992,"39167","66906","1",10000,474
1992,"39169","66040","1",200,0
1992,"39169","66040","1",400,0
1992,"39169","66040","1",1000,844
1992,"39169","66040","1",2000,2345
1992,"39169","66040","1",5000,6763
1992,"39169","66040","1",10000,12252
1992,"39169","66047","1",200,54
1992,"39169","66047","1",400,143
1992,"39169","66047","1",1000,320
1992,"39169","66047","1",2000,447
1992,"39169","66047","1",5000,963
1992,"39169","66047","1",10000,2185
1992,"39169","66118","1",200,0
1992,"39169","66118","1",400,0
1992,"39169","66118","1",1000,0
1992,"39169","66118","1",2000,0
1992,"39169","66118","1",5000,0
1992,"39169","66118","1",10000,772
1992,"39171","66001","1",200,0
1992,"39171","66001","1",400,0
1992,"39171","66001","1",1000,0
1992,"39171","66001","1",2000,0
1992,"39171","66001","1",5000,51
1992,"39171","66001","1",10000,179
1992,"39171","66003","1",200,0
1992,"39171","66003","1",400,0
1992,"39171","66003","1",1000,88
1992,"39171","66003","1",2000,380
1992,"39171","66003","1",5000,1673
1992,"39171","66003","1",10000,2774
1992,"39173","66006","1",200,0
1992,"39173","66006","1",400,0
1992,"39173","66006","1",1000,169
1992,"39173","66006","1",2000,215
1992,"39173","66006","1",5000,510
1992,"39173","66006","1",10000,1127
1992,"39173","66008","1",200,0
1992,"39173","66008","1",400,0
1992,"39173","66008","1",1000,0
1992,"39173","66008","1",2000,754
1992,"39173","66008","1",5000,2402
1992,"39173","66008","1",10000,5835
1992,"39173","66107","1",200,0
1992,"39173","66107","1",400,0
1992,"39173","66107","1",1000,0
1992,"39173","66107","1",2000,0
1992,"39173","66107","1",5000,517
1992,"39173","66107","1",10000,1112
1992,"39175","66005","1",200,0
1992,"39175","66005","1",400,0
1992,"39175","66005","1",1000,0
1992,"39175","66005","1",2000,0
1992,"39175","66005","1",5000,0
1992,"39175","66005","1",10000,697
1992,"39175","66032","1",200,0
1992,"39175","66032","1",400,0
1992,"39175","66032","1",1000,0
1992,"39175","66032","1",2000,4
1992,"39175","66032","1",5000,4031
1992,"39175","66032","1",10000,4434
1992,"39175","66033","1",200,0
1992,"39175","66033","1",400,0
1992,"39175","66033","1",1000,0
1992,"39175","66033","1",2000,0
1992,"39175","66033","1",5000,0
1992,"39175","66033","1",10000,0
1992,"42007","66157","1",200,0
1992,"42007","66157","1",400,0
1992,"42007","66157","1",1000,0
1992,"42007","66157","1",2000,0
1992,"42007","66157","1",5000,85
1992,"42007","66157","1",10000,293
1992,"42073","66157","1",200,0
1992,"42073","66157","1",400,0
1992,"42073","66157","1",1000,0
1992,"42073","66157","1",2000,0
1992,"42073","66157","1",5000,86
1992,"42073","66157","1",10000,1390
1992,"54009","66056","1",200,0
1992,"54009","66056","1",400,0
1992,"54009","66056","1",1000,0
1992,"54009","66056","1",2000,0
1992,"54009","66056","1",5000,0
1992,"54009","66056","1",10000,3366
1992,"54029","66056","1",200,0
1992,"54029","66056","1",400,0
1992,"54029","66056","1",1000,0
1992,"54029","66056","1",2000,0
1992,"54029","66056","1",5000,0
1992,"54029","66056","1",10000,7821
1992,"54073","66080","1",200,0
1992,"54073","66080","1",400,0
1992,"54073","66080","1",1000,0
1992,"54073","66080","1",2000,0
1992,"54073","66080","1",5000,2923
1992,"54073","66080","1",10000,13923
1992,"54095","66080","1",200,0
1992,"54095","66080","1",400,0
1992,"54095","66080","1",1000,0
1992,"54095","66080","1",2000,0
1992,"54095","66080","1",5000,4160
1992,"54095","66080","1",10000,7276
