"year","GEOID","site","reclass","buffer","total"
1992,"39035","93","3",10000,0
1992,"39035","99","3",200,0
1992,"39035","99","3",400,0
1992,"39035","99","3",1000,0
1992,"39035","99","3",2000,0
1992,"39035","99","3",5000,0
1992,"39035","99","3",10000,0
1992,"39039","45","3",200,0
1992,"39039","45","3",400,0
1992,"39039","45","3",1000,0
1992,"39039","45","3",2000,0
1992,"39039","45","3",5000,3674
1992,"39039","45","3",10000,4068
1992,"39041","106","3",200,0
1992,"39041","106","3",400,0
1992,"39041","106","3",1000,0
1992,"39041","106","3",2000,0
1992,"39041","106","3",5000,0
1992,"39041","106","3",10000,342
1992,"39041","148","3",200,0
1992,"39041","148","3",400,0
1992,"39041","148","3",1000,0
1992,"39041","148","3",2000,0
1992,"39041","148","3",5000,46
1992,"39041","148","3",10000,155
1992,"39041","52","3",200,0
1992,"39041","52","3",400,0
1992,"39041","52","3",1000,0
1992,"39041","52","3",2000,0
1992,"39041","52","3",5000,0
1992,"39041","52","3",10000,458
1992,"39041","53","3",200,0
1992,"39041","53","3",400,0
1992,"39041","53","3",1000,0
1992,"39041","53","3",2000,0
1992,"39041","53","3",5000,0
1992,"39041","53","3",10000,70
1992,"39041","97","3",200,0
1992,"39041","97","3",400,0
1992,"39041","97","3",1000,0
1992,"39041","97","3",2000,0
1992,"39041","97","3",5000,0
1992,"39041","97","3",10000,421
1992,"39043","10","3",200,0
1992,"39043","10","3",400,0
1992,"39043","10","3",1000,404
1992,"39043","10","3",2000,582
1992,"39043","10","3",5000,596
1992,"39043","10","3",10000,596
1992,"39043","103","3",200,0
1992,"39043","103","3",400,0
1992,"39043","103","3",1000,0
1992,"39043","103","3",2000,0
1992,"39043","103","3",5000,0
1992,"39043","103","3",10000,113
1992,"39043","111","3",200,0
1992,"39043","111","3",400,0
1992,"39043","111","3",1000,0
1992,"39043","111","3",2000,0
1992,"39043","111","3",5000,0
1992,"39043","111","3",10000,3815
1992,"39043","22","3",200,0
1992,"39043","22","3",400,0
1992,"39043","22","3",1000,0
1992,"39043","22","3",2000,0
1992,"39043","22","3",5000,5401
1992,"39043","22","3",10000,8537
1992,"39043","23","3",200,0
1992,"39043","23","3",400,0
1992,"39043","23","3",1000,0
1992,"39043","23","3",2000,0
1992,"39043","23","3",5000,0
1992,"39043","23","3",10000,2759
1992,"39043","24","3",200,0
1992,"39043","24","3",400,0
1992,"39043","24","3",1000,0
1992,"39043","24","3",2000,0
1992,"39043","24","3",5000,3952
1992,"39043","24","3",10000,9196
1992,"39043","25","3",200,0
1992,"39043","25","3",400,0
1992,"39043","25","3",1000,0
1992,"39043","25","3",2000,0
1992,"39043","25","3",5000,3579
1992,"39043","25","3",10000,9140
1992,"39043","46","3",200,0
1992,"39043","46","3",400,0
1992,"39043","46","3",1000,0
1992,"39043","46","3",2000,536
1992,"39043","46","3",5000,596
1992,"39043","46","3",10000,596
1992,"39043","9","3",200,0
1992,"39043","9","3",400,0
1992,"39043","9","3",1000,0
1992,"39043","9","3",2000,0
1992,"39043","9","3",5000,0
1992,"39043","9","3",10000,1090
1992,"39045","108","3",200,0
1992,"39045","108","3",400,0
1992,"39045","108","3",1000,0
1992,"39045","108","3",2000,0
1992,"39045","108","3",5000,0
1992,"39045","108","3",10000,0
1992,"39045","122","3",200,0
1992,"39045","122","3",400,0
1992,"39045","122","3",1000,0
1992,"39045","122","3",2000,0
1992,"39045","122","3",5000,0
1992,"39045","122","3",10000,0
1992,"39045","124","3",200,0
1992,"39045","124","3",400,0
1992,"39045","124","3",1000,0
1992,"39045","124","3",2000,0
1992,"39045","124","3",5000,0
1992,"39045","124","3",10000,19
1992,"39045","35","3",200,0
1992,"39045","35","3",400,0
1992,"39045","35","3",1000,0
1992,"39045","35","3",2000,0
1992,"39045","35","3",5000,0
1992,"39045","35","3",10000,0
1992,"39045","39","3",200,0
1992,"39045","39","3",400,0
1992,"39045","39","3",1000,0
1992,"39045","39","3",2000,0
1992,"39045","39","3",5000,0
1992,"39045","39","3",10000,0
1992,"39045","43","3",200,0
1992,"39045","43","3",400,0
1992,"39045","43","3",1000,0
1992,"39045","43","3",2000,0
1992,"39045","43","3",5000,0
1992,"39045","43","3",10000,19
1992,"39045","54","3",200,0
1992,"39045","54","3",400,0
1992,"39045","54","3",1000,0
1992,"39045","54","3",2000,0
1992,"39045","54","3",5000,0
1992,"39045","54","3",10000,0
1992,"39045","56","3",200,0
1992,"39045","56","3",400,0
1992,"39045","56","3",1000,0
1992,"39045","56","3",2000,0
1992,"39045","56","3",5000,0
1992,"39045","56","3",10000,0
1992,"39045","60","3",200,0
1992,"39045","60","3",400,0
1992,"39045","60","3",1000,0
1992,"39045","60","3",2000,0
1992,"39045","60","3",5000,0
1992,"39045","60","3",10000,0
1992,"39045","90","3",200,0
1992,"39045","90","3",400,0
1992,"39045","90","3",1000,0
1992,"39045","90","3",2000,0
1992,"39045","90","3",5000,0
1992,"39045","90","3",10000,0
1992,"39049","106","3",200,0
1992,"39049","106","3",400,0
1992,"39049","106","3",1000,0
1992,"39049","106","3",2000,0
1992,"39049","106","3",5000,0
1992,"39049","106","3",10000,128
1992,"39049","148","3",200,0
1992,"39049","148","3",400,0
1992,"39049","148","3",1000,0
1992,"39049","148","3",2000,0
1992,"39049","148","3",5000,58
1992,"39049","148","3",10000,210
1992,"39049","17","3",200,0
1992,"39049","17","3",400,0
1992,"39049","17","3",1000,0
1992,"39049","17","3",2000,0
1992,"39049","17","3",5000,0
1992,"39049","17","3",10000,-12
1992,"39049","35","3",200,0
1992,"39049","35","3",400,0
1992,"39049","35","3",1000,0
1992,"39049","35","3",2000,0
1992,"39049","35","3",5000,0
1992,"39049","35","3",10000,0
1992,"39049","52","3",200,0
1992,"39049","52","3",400,0
1992,"39049","52","3",1000,0
1992,"39049","52","3",2000,0
1992,"39049","52","3",5000,0
1992,"39049","52","3",10000,0
1992,"39049","53","3",200,0
1992,"39049","53","3",400,0
1992,"39049","53","3",1000,0
1992,"39049","53","3",2000,0
1992,"39049","53","3",5000,0
1992,"39049","53","3",10000,213
1992,"39049","54","3",200,0
1992,"39049","54","3",400,0
1992,"39049","54","3",1000,0
1992,"39049","54","3",2000,0
1992,"39049","54","3",5000,0
1992,"39049","54","3",10000,0
1992,"39049","65","3",200,0
1992,"39049","65","3",400,0
1992,"39049","65","3",1000,0
1992,"39049","65","3",2000,0
1992,"39049","65","3",5000,0
1992,"39049","65","3",10000,-7
1992,"39049","71","3",200,0
1992,"39049","71","3",400,0
1992,"39049","71","3",1000,0
1992,"39049","71","3",2000,0
1992,"39049","71","3",5000,0
1992,"39049","71","3",10000,756
1992,"39049","90","3",200,0
1992,"39049","90","3",400,0
1992,"39049","90","3",1000,0
1992,"39049","90","3",2000,0
1992,"39049","90","3",5000,0
1992,"39049","90","3",10000,258
1992,"39049","97","3",200,0
1992,"39049","97","3",400,0
1992,"39049","97","3",1000,0
1992,"39049","97","3",2000,0
1992,"39049","97","3",5000,0
1992,"39049","97","3",10000,130
1992,"39051","107","3",200,0
1992,"39051","107","3",400,0
1992,"39051","107","3",1000,0
1992,"39051","107","3",2000,0
1992,"39051","107","3",5000,0
1992,"39051","107","3",10000,30
1992,"39051","109","3",200,0
1992,"39051","109","3",400,0
1992,"39051","109","3",1000,0
1992,"39051","109","3",2000,0
1992,"39051","109","3",5000,0
1992,"39051","109","3",10000,-8
1992,"39051","151","3",200,0
1992,"39051","151","3",400,0
1992,"39051","151","3",1000,0
1992,"39051","151","3",2000,0
1992,"39051","151","3",5000,0
1992,"39051","151","3",10000,98
1992,"39051","26","3",200,0
1992,"39051","26","3",400,0
1992,"39051","26","3",1000,0
1992,"39051","26","3",2000,0
1992,"39051","26","3",5000,0
1992,"39051","26","3",10000,73
1992,"39051","67","3",200,0
1992,"39051","67","3",400,0
1992,"39051","67","3",1000,0
1992,"39051","67","3",2000,0
1992,"39051","67","3",5000,0
1992,"39051","67","3",10000,98
1992,"39051","84","3",200,0
1992,"39051","84","3",400,0
1992,"39051","84","3",1000,0
1992,"39051","84","3",2000,0
1992,"39051","84","3",5000,0
1992,"39051","84","3",10000,-8
1992,"39055","11","3",200,0
1992,"39055","11","3",400,0
1992,"39055","11","3",1000,0
1992,"39055","11","3",2000,0
1992,"39055","11","3",5000,0
1992,"39055","11","3",10000,0
1992,"39055","113","3",200,0
1992,"39055","113","3",400,0
1992,"39055","113","3",1000,0
1992,"39055","113","3",2000,0
1992,"39055","113","3",5000,0
1992,"39055","113","3",10000,0
1992,"39055","114","3",200,0
1992,"39055","114","3",400,0
1992,"39055","114","3",1000,0
1992,"39055","114","3",2000,0
1992,"39055","114","3",5000,0
1992,"39055","114","3",10000,0
1992,"39055","115","3",200,0
1992,"39055","115","3",400,0
1992,"39055","115","3",1000,0
1992,"39055","115","3",2000,0
1992,"39055","115","3",5000,0
1992,"39055","115","3",10000,0
1992,"39055","118","3",200,0
1992,"39055","118","3",400,0
1992,"39055","118","3",1000,0
1992,"39055","118","3",2000,0
1992,"39055","118","3",5000,480
1992,"39055","118","3",10000,480
1992,"39055","119","3",200,0
1992,"39055","119","3",400,0
1992,"39055","119","3",1000,0
1992,"39055","119","3",2000,0
1992,"39055","119","3",5000,0
1992,"39055","119","3",10000,0
1992,"39055","120","3",200,0
1992,"39055","120","3",400,0
1992,"39055","120","3",1000,0
1992,"39055","120","3",2000,0
1992,"39055","120","3",5000,0
1992,"39055","120","3",10000,17
1992,"39055","14","3",200,0
1992,"39055","14","3",400,0
1992,"39055","14","3",1000,0
1992,"39055","14","3",2000,0
1992,"39055","14","3",5000,0
1992,"39055","14","3",10000,14
1992,"39055","29","3",200,0
1992,"39055","29","3",400,0
1992,"39055","29","3",1000,0
1992,"39055","29","3",2000,0
1992,"39055","29","3",5000,0
1992,"39055","29","3",10000,-6
1992,"39055","30","3",200,0
1992,"39055","30","3",400,0
1992,"39055","30","3",1000,0
1992,"39055","30","3",2000,0
1992,"39055","30","3",5000,0
1992,"39055","30","3",10000,-6
1992,"39055","31","3",200,0
1992,"39055","31","3",400,0
1992,"39055","31","3",1000,0
1992,"39055","31","3",2000,0
1992,"39055","31","3",5000,0
1992,"39055","31","3",10000,-6
1992,"39055","32","3",200,0
1992,"39055","32","3",400,0
1992,"39055","32","3",1000,0
1992,"39055","32","3",2000,0
1992,"39055","32","3",5000,0
1992,"39055","32","3",10000,-6
1992,"39055","4","3",200,0
1992,"39055","4","3",400,0
1992,"39055","4","3",1000,0
1992,"39055","4","3",2000,0
1992,"39055","4","3",5000,0
1992,"39055","4","3",10000,0
1992,"39055","5","3",200,0
1992,"39055","5","3",400,0
1992,"39055","5","3",1000,0
1992,"39055","5","3",2000,0
1992,"39055","5","3",5000,14
1992,"39055","5","3",10000,485
1992,"39055","6","3",200,0
1992,"39055","6","3",400,0
1992,"39055","6","3",1000,0
1992,"39055","6","3",2000,0
1992,"39055","6","3",5000,-6
1992,"39055","6","3",10000,-6
1992,"39055","66","3",200,0
1992,"39055","66","3",400,0
1992,"39055","66","3",1000,0
1992,"39055","66","3",2000,0
1992,"39055","66","3",5000,0
1992,"39055","66","3",10000,0
1992,"39055","7","3",200,0
1992,"39055","7","3",400,0
1992,"39055","7","3",1000,0
1992,"39055","7","3",2000,0
1992,"39055","7","3",5000,0
1992,"39055","7","3",10000,0
1992,"39055","8","3",200,0
1992,"39055","8","3",400,0
1992,"39055","8","3",1000,0
1992,"39055","8","3",2000,0
1992,"39055","8","3",5000,0
1992,"39055","8","3",10000,0
1992,"39055","93","3",200,0
1992,"39055","93","3",400,0
1992,"39055","93","3",1000,0
1992,"39055","93","3",2000,0
1992,"39055","93","3",5000,0
1992,"39055","93","3",10000,-6
1992,"39055","99","3",200,0
1992,"39055","99","3",400,0
1992,"39055","99","3",1000,0
1992,"39055","99","3",2000,0
1992,"39055","99","3",5000,0
1992,"39055","99","3",10000,316
1992,"39057","135","3",200,0
1992,"39057","135","3",400,0
1992,"39057","135","3",1000,0
1992,"39057","135","3",2000,0
1992,"39057","135","3",5000,0
1992,"39057","135","3",10000,0
1992,"39057","149","3",200,0
1992,"39057","149","3",400,0
1992,"39057","149","3",1000,0
1992,"39057","149","3",2000,0
1992,"39057","149","3",5000,0
1992,"39057","149","3",10000,0
1992,"39057","34","3",200,0
1992,"39057","34","3",400,0
1992,"39057","34","3",1000,0
1992,"39057","34","3",2000,0
1992,"39057","34","3",5000,503
1992,"39057","34","3",10000,695
1992,"39057","51","3",200,0
1992,"39057","51","3",400,0
1992,"39057","51","3",1000,0
1992,"39057","51","3",2000,0
1992,"39057","51","3",5000,70
1992,"39057","51","3",10000,70
1992,"39059","132","3",200,0
1992,"39059","132","3",400,0
1992,"39059","132","3",1000,0
1992,"39059","132","3",2000,0
1992,"39059","132","3",5000,0
1992,"39059","132","3",10000,75
1992,"39059","133","3",200,0
1992,"39059","133","3",400,0
1992,"39059","133","3",1000,0
1992,"39059","133","3",2000,0
1992,"39059","133","3",5000,0
1992,"39059","133","3",10000,75
1992,"39059","134","3",200,0
1992,"39059","134","3",400,0
1992,"39059","134","3",1000,0
1992,"39059","134","3",2000,0
1992,"39059","134","3",5000,0
1992,"39059","134","3",10000,75
1992,"39059","69","3",200,0
1992,"39059","69","3",400,0
1992,"39059","69","3",1000,0
1992,"39059","69","3",2000,0
1992,"39059","69","3",5000,0
1992,"39059","69","3",10000,23
1992,"39059","98","3",200,0
1992,"39059","98","3",400,0
1992,"39059","98","3",1000,0
1992,"39059","98","3",2000,0
1992,"39059","98","3",5000,0
1992,"39059","98","3",10000,75
1992,"39061","19","3",200,0
1992,"39061","19","3",400,0
1992,"39061","19","3",1000,0
1992,"39061","19","3",2000,0
1992,"39061","19","3",5000,291
1992,"39061","19","3",10000,1167
1992,"39061","28","3",200,0
1992,"39061","28","3",400,0
1992,"39061","28","3",1000,0
1992,"39061","28","3",2000,0
1992,"39061","28","3",5000,0
1992,"39061","28","3",10000,190
1992,"39061","40","3",200,0
1992,"39061","40","3",400,0
1992,"39061","40","3",1000,0
1992,"39061","40","3",2000,0
1992,"39061","40","3",5000,0
1992,"39061","40","3",10000,10
1992,"39061","47","3",200,0
1992,"39061","47","3",400,0
1992,"39061","47","3",1000,0
1992,"39061","47","3",2000,0
1992,"39061","47","3",5000,0
1992,"39061","47","3",10000,655
1992,"39061","74","3",200,0
1992,"39061","74","3",400,0
1992,"39061","74","3",1000,0
1992,"39061","74","3",2000,0
1992,"39061","74","3",5000,0
1992,"39061","74","3",10000,0
1992,"39063","129","3",200,0
1992,"39063","129","3",400,0
1992,"39063","129","3",1000,0
1992,"39063","129","3",2000,0
1992,"39063","129","3",5000,125
1992,"39063","129","3",10000,495
1992,"39063","73","3",200,0
1992,"39063","73","3",400,0
1992,"39063","73","3",1000,0
1992,"39063","73","3",2000,0
1992,"39063","73","3",5000,0
1992,"39063","73","3",10000,0
1992,"39073","124","3",200,0
1992,"39073","124","3",400,0
1992,"39073","124","3",1000,0
1992,"39073","124","3",2000,0
1992,"39073","124","3",5000,0
1992,"39073","124","3",10000,0
1992,"39073","39","3",200,0
1992,"39073","39","3",400,0
1992,"39073","39","3",1000,0
1992,"39073","39","3",2000,0
1992,"39073","39","3",5000,0
1992,"39073","39","3",10000,0
1992,"39073","43","3",200,0
1992,"39073","43","3",400,0
1992,"39073","43","3",1000,0
1992,"39073","43","3",2000,0
1992,"39073","43","3",5000,0
1992,"39073","43","3",10000,0
1992,"39073","60","3",200,0
1992,"39073","60","3",400,0
1992,"39073","60","3",1000,0
1992,"39073","60","3",2000,0
1992,"39073","60","3",5000,-1
1992,"39073","60","3",10000,0
1992,"39073","63","3",200,0
1992,"39073","63","3",400,0
1992,"39073","63","3",1000,0
1992,"39073","63","3",2000,0
1992,"39073","63","3",5000,0
1992,"39073","63","3",10000,0
1992,"39075","18","3",200,0
1992,"39075","18","3",400,0
1992,"39075","18","3",1000,0
1992,"39075","18","3",2000,0
1992,"39075","18","3",5000,0
1992,"39075","18","3",10000,0
1992,"39085","11","3",200,0
1992,"39085","11","3",400,0
1992,"39085","11","3",1000,0
1992,"39085","11","3",2000,0
1992,"39085","11","3",5000,-1
1992,"39085","11","3",10000,98
1992,"39085","113","3",200,0
1992,"39085","113","3",400,0
1992,"39085","113","3",1000,0
1992,"39085","113","3",2000,0
1992,"39085","113","3",5000,0
1992,"39085","113","3",10000,353
1992,"39085","114","3",200,0
1992,"39085","114","3",400,0
1992,"39085","114","3",1000,0
1992,"39085","114","3",2000,0
1992,"39085","114","3",5000,0
1992,"39085","114","3",10000,291
1992,"39085","115","3",200,0
1992,"39085","115","3",400,0
1992,"39085","115","3",1000,0
1992,"39085","115","3",2000,0
1992,"39085","115","3",5000,0
1992,"39085","115","3",10000,291
1992,"39085","118","3",200,0
1992,"39085","118","3",400,0
1992,"39085","118","3",1000,0
1992,"39085","118","3",2000,0
1992,"39085","118","3",5000,0
1992,"39085","118","3",10000,0
1992,"39085","119","3",200,0
1992,"39085","119","3",400,0
1992,"39085","119","3",1000,0
1992,"39085","119","3",2000,0
1992,"39085","119","3",5000,0
1992,"39085","119","3",10000,0
1992,"39085","15","3",200,0
1992,"39085","15","3",400,0
1992,"39085","15","3",1000,47
1992,"39085","15","3",2000,92
1992,"39085","15","3",5000,379
1992,"39085","15","3",10000,693
1992,"39085","16","3",200,0
1992,"39085","16","3",400,0
1992,"39085","16","3",1000,0
1992,"39085","16","3",2000,0
1992,"39085","16","3",5000,286
1992,"39085","16","3",10000,505
1992,"39085","29","3",200,0
1992,"39085","29","3",400,0
1992,"39085","29","3",1000,0
1992,"39085","29","3",2000,0
1992,"39085","29","3",5000,39
1992,"39085","29","3",10000,74
1992,"39085","30","3",200,0
1992,"39085","30","3",400,0
1992,"39085","30","3",1000,0
1992,"39085","30","3",2000,0
1992,"39085","30","3",5000,39
1992,"39085","30","3",10000,74
1992,"39085","31","3",200,0
1992,"39085","31","3",400,0
1992,"39085","31","3",1000,0
1992,"39085","31","3",2000,0
1992,"39085","31","3",5000,39
1992,"39085","31","3",10000,74
1992,"39085","32","3",200,0
1992,"39085","32","3",400,0
1992,"39085","32","3",1000,0
1992,"39085","32","3",2000,0
1992,"39085","32","3",5000,39
1992,"39085","32","3",10000,74
1992,"39085","4","3",200,0
1992,"39085","4","3",400,0
1992,"39085","4","3",1000,0
1992,"39085","4","3",2000,0
1992,"39085","4","3",5000,51
1992,"39085","4","3",10000,87
1992,"39085","5","3",200,0
1992,"39085","5","3",400,0
1992,"39085","5","3",1000,0
1992,"39085","5","3",2000,0
1992,"39085","5","3",5000,0
1992,"39085","5","3",10000,0
1992,"39085","7","3",200,0
1992,"39085","7","3",400,0
1992,"39085","7","3",1000,0
1992,"39085","7","3",2000,0
1992,"39085","7","3",5000,0
1992,"39085","7","3",10000,80
1992,"39085","76","3",200,0
1992,"39085","76","3",400,0
1992,"39085","76","3",1000,0
1992,"39085","76","3",2000,0
1992,"39085","76","3",5000,0
1992,"39085","76","3",10000,0
1992,"39085","8","3",200,0
1992,"39085","8","3",400,0
1992,"39085","8","3",1000,0
1992,"39085","8","3",2000,0
1992,"39085","8","3",5000,4
1992,"39085","8","3",10000,163
1992,"39085","99","3",200,0
1992,"39085","99","3",400,0
1992,"39085","99","3",1000,0
1992,"39085","99","3",2000,0
1992,"39085","99","3",5000,0
1992,"39085","99","3",10000,0
1992,"39089","122","3",200,0
1992,"39089","122","3",400,0
1992,"39089","122","3",1000,0
1992,"39089","122","3",2000,0
1992,"39089","122","3",5000,0
1992,"39089","122","3",10000,20
1992,"39089","35","3",200,0
1992,"39089","35","3",400,0
1992,"39089","35","3",1000,0
1992,"39089","35","3",2000,0
1992,"39089","35","3",5000,0
1992,"39089","35","3",10000,0
1992,"39089","42","3",200,0
1992,"39089","42","3",400,0
1992,"39089","42","3",1000,0
1992,"39089","42","3",2000,0
1992,"39089","42","3",5000,6
1992,"39089","42","3",10000,25
1992,"39089","53","3",200,0
1992,"39089","53","3",400,0
1992,"39089","53","3",1000,0
1992,"39089","53","3",2000,0
1992,"39089","53","3",5000,0
1992,"39089","53","3",10000,0
1992,"39089","56","3",200,0
1992,"39089","56","3",400,0
1992,"39089","56","3",1000,0
1992,"39089","56","3",2000,0
1992,"39089","56","3",5000,0
1992,"39089","56","3",10000,20
1992,"39091","62","3",200,0
1992,"39091","62","3",400,0
1992,"39091","62","3",1000,0
1992,"39091","62","3",2000,0
1992,"39091","62","3",5000,116
1992,"39091","62","3",10000,130
1992,"39093","1","3",200,0
1992,"39093","1","3",400,0
1992,"39093","1","3",1000,0
1992,"39093","1","3",2000,0
1992,"39093","1","3",5000,0
1992,"39093","1","3",10000,0
1992,"39093","130","3",200,0
1992,"39093","130","3",400,0
1992,"39093","130","3",1000,0
1992,"39093","130","3",2000,0
1992,"39093","130","3",5000,5
1992,"39093","130","3",10000,29
1992,"39095","107","3",200,0
1992,"39095","107","3",400,0
1992,"39095","107","3",1000,0
1992,"39095","107","3",2000,0
1992,"39095","107","3",5000,74
1992,"39095","107","3",10000,627
1992,"39095","109","3",200,0
1992,"39095","109","3",400,0
1992,"39095","109","3",1000,0
1992,"39095","109","3",2000,12
1992,"39095","109","3",5000,1988
1992,"39095","109","3",10000,2487
1992,"39095","117","3",200,0
1992,"39095","117","3",400,0
1992,"39095","117","3",1000,0
1992,"39095","117","3",2000,0
1992,"39095","117","3",5000,0
1992,"39095","117","3",10000,2675
1992,"39095","151","3",200,0
1992,"39095","151","3",400,0
1992,"39095","151","3",1000,0
1992,"39095","151","3",2000,0
1992,"39095","151","3",5000,179
1992,"39095","151","3",10000,440
1992,"39095","26","3",200,0
1992,"39095","26","3",400,0
1992,"39095","26","3",1000,0
1992,"39095","26","3",2000,0
1992,"39095","26","3",5000,187
1992,"39095","26","3",10000,476
1992,"39095","57","3",200,0
1992,"39095","57","3",400,0
1992,"39095","57","3",1000,0
1992,"39095","57","3",2000,0
1992,"39095","57","3",5000,22
1992,"39095","57","3",10000,62
1992,"39095","67","3",200,0
1992,"39095","67","3",400,0
1992,"39095","67","3",1000,0
1992,"39095","67","3",2000,0
1992,"39095","67","3",5000,186
1992,"39095","67","3",10000,446
1992,"39095","84","3",200,0
1992,"39095","84","3",400,0
1992,"39095","84","3",1000,0
1992,"39095","84","3",2000,12
1992,"39095","84","3",5000,1988
1992,"39095","84","3",10000,2487
1992,"39095","95","3",200,0
1992,"39095","95","3",400,0
1992,"39095","95","3",1000,0
1992,"39095","95","3",2000,0
1992,"39095","95","3",5000,0
1992,"39095","95","3",10000,0
1992,"39097","17","3",200,0
1992,"39097","17","3",400,0
1992,"39097","17","3",1000,0
1992,"39097","17","3",2000,0
1992,"39097","17","3",5000,0
1992,"39097","17","3",10000,0
1992,"39097","65","3",200,0
1992,"39097","65","3",400,0
1992,"39097","65","3",1000,0
1992,"39097","65","3",2000,0
1992,"39097","65","3",5000,0
1992,"39097","65","3",10000,0
1992,"39103","12","3",200,0
1992,"39103","12","3",400,0
1992,"39103","12","3",1000,0
1992,"39103","12","3",2000,0
1992,"39103","12","3",5000,0
1992,"39103","12","3",10000,0
1992,"39103","126","3",200,0
1992,"39103","126","3",400,0
1992,"39103","126","3",1000,0
1992,"39103","126","3",2000,0
1992,"39103","126","3",5000,0
1992,"39103","126","3",10000,0
1992,"39103","86","3",200,0
1992,"39103","86","3",400,0
1992,"39103","86","3",1000,0
1992,"39103","86","3",2000,0
1992,"39103","86","3",5000,0
1992,"39103","86","3",10000,0
1992,"39109","149","3",200,0
1992,"39109","149","3",400,0
1992,"39109","149","3",1000,0
1992,"39109","149","3",2000,0
1992,"39109","149","3",5000,0
1992,"39109","149","3",10000,0
1992,"39109","55","3",200,0
1992,"39109","55","3",400,0
1992,"39109","55","3",1000,0
1992,"39109","55","3",2000,0
1992,"39109","55","3",5000,0
1992,"39109","55","3",10000,0
1992,"39109","91","3",200,0
1992,"39109","91","3",400,0
1992,"39109","91","3",1000,0
1992,"39109","91","3",2000,0
1992,"39109","91","3",5000,0
1992,"39109","91","3",10000,0
1992,"39109","96","3",200,0
1992,"39109","96","3",400,0
1992,"39109","96","3",1000,0
1992,"39109","96","3",2000,0
1992,"39109","96","3",5000,0
1992,"39109","96","3",10000,0
1992,"39113","135","3",200,0
1992,"39113","135","3",400,0
1992,"39113","135","3",1000,0
1992,"39113","135","3",2000,0
1992,"39113","135","3",5000,0
1992,"39113","135","3",10000,151
1992,"39113","149","3",200,0
1992,"39113","149","3",400,0
1992,"39113","149","3",1000,0
1992,"39113","149","3",2000,0
1992,"39113","149","3",5000,0
1992,"39113","149","3",10000,0
1992,"39113","34","3",200,0
1992,"39113","34","3",400,0
1992,"39113","34","3",1000,0
1992,"39113","34","3",2000,0
1992,"39113","34","3",5000,0
1992,"39113","34","3",10000,0
1992,"39113","37","3",200,0
1992,"39113","37","3",400,0
1992,"39113","37","3",1000,0
1992,"39113","37","3",2000,0
1992,"39113","37","3",5000,0
1992,"39113","37","3",10000,0
1992,"39113","51","3",200,0
1992,"39113","51","3",400,0
1992,"39113","51","3",1000,0
1992,"39113","51","3",2000,0
1992,"39113","51","3",5000,0
1992,"39113","51","3",10000,0
1992,"39113","55","3",200,0
1992,"39113","55","3",400,0
1992,"39113","55","3",1000,0
1992,"39113","55","3",2000,0
1992,"39113","55","3",5000,0
1992,"39113","55","3",10000,121
1992,"39113","83","3",200,0
1992,"39113","83","3",400,0
1992,"39113","83","3",1000,0
1992,"39113","83","3",2000,0
1992,"39113","83","3",5000,0
1992,"39113","83","3",10000,0
1992,"39113","88","3",200,0
1992,"39113","88","3",400,0
1992,"39113","88","3",1000,0
1992,"39113","88","3",2000,0
1992,"39113","88","3",5000,0
1992,"39113","88","3",10000,0
1992,"39115","132","3",200,0
1992,"39115","132","3",400,0
1992,"39115","132","3",1000,0
1992,"39115","132","3",2000,0
1992,"39115","132","3",5000,0
1992,"39115","132","3",10000,25
1992,"39115","133","3",200,0
1992,"39115","133","3",400,0
1992,"39115","133","3",1000,0
1992,"39115","133","3",2000,0
1992,"39115","133","3",5000,0
1992,"39115","133","3",10000,25
1992,"39115","134","3",200,0
1992,"39115","134","3",400,0
1992,"39115","134","3",1000,0
1992,"39115","134","3",2000,0
1992,"39115","134","3",5000,0
1992,"39115","134","3",10000,25
1992,"39115","98","3",200,0
1992,"39115","98","3",400,0
1992,"39115","98","3",1000,0
1992,"39115","98","3",2000,0
1992,"39115","98","3",5000,0
1992,"39115","98","3",10000,0
1992,"39119","132","3",200,0
1992,"39119","132","3",400,0
1992,"39119","132","3",1000,0
1992,"39119","132","3",2000,0
1992,"39119","132","3",5000,346
1992,"39119","132","3",10000,415
1992,"39119","133","3",200,0
1992,"39119","133","3",400,0
1992,"39119","133","3",1000,0
1992,"39119","133","3",2000,0
1992,"39119","133","3",5000,346
1992,"39119","133","3",10000,415
1992,"39119","134","3",200,0
1992,"39119","134","3",400,0
1992,"39119","134","3",1000,0
1992,"39119","134","3",2000,0
1992,"39119","134","3",5000,346
1992,"39119","134","3",10000,415
1992,"39119","61","3",200,0
1992,"39119","61","3",400,0
1992,"39119","61","3",1000,0
1992,"39119","61","3",2000,0
1992,"39119","61","3",5000,0
1992,"39119","61","3",10000,2
1992,"39119","69","3",200,0
1992,"39119","69","3",400,0
1992,"39119","69","3",1000,0
1992,"39119","69","3",2000,0
1992,"39119","69","3",5000,0
1992,"39119","69","3",10000,-18
1992,"39119","98","3",200,0
1992,"39119","98","3",400,0
1992,"39119","98","3",1000,0
1992,"39119","98","3",2000,0
1992,"39119","98","3",5000,0
1992,"39119","98","3",10000,415
1992,"39121","132","3",200,0
1992,"39121","132","3",400,0
1992,"39121","132","3",1000,0
1992,"39121","132","3",2000,0
1992,"39121","132","3",5000,453
1992,"39121","132","3",10000,669
1992,"39121","133","3",200,0
